,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,ground_truth
92,4.5124,1012.8,54.963,2.9528,23.569000000000006,1078.0,550.07,0.44023653749370895,11.748,0.0798376879087765,0.5594881364969343,0
93,3.516,1012.5,56.067,2.9269,23.488000000000003,1077.4,550.24,0.4374685455460492,11.706,0.08035867156505448,0.5726792855238603,0
94,3.0703,1012.2,56.624,2.8886,23.229,1075.6,550.47,0.4213638651233014,11.686,0.08180177183361788,0.5787363369768062,0
95,2.6519,1011.5,60.79,2.8556,22.462,1071.6,550.42,0.731241640161934,11.588,0.4301797160330513,0.9414595830503725,1
96,2.4406,1010.6,70.311,2.8438,22.815,1073.2,550.08,0.4017362858580775,11.543,0.08457545946844991,0.5798453745667821,0
97,2.3235,1010.1,68.905,2.8019,22.553,1071.5,550.05,0.3844992450931053,11.53,0.08755705137926142,0.592418021860837,0
98,2.423,1009.3,65.865,2.4151,19.876,1039.8,542.87,0.15966280825364865,10.508,0.212204225593261,0.7048786990135962,0
99,2.3053,1009.2,67.219,2.3944,18.847,1034.6,540.58,0.1357574232511325,10.408,0.22827644909280362,0.6930418555051985,0
100,1.8974,1009.1,78.196,2.3688,18.783,1033.3,540.37,0.12556618017111232,10.231,0.2349269399914882,0.7089949346840841,0
101,1.8232,1007.9,70.688,2.4262,18.629,1046.4,549.29,0.13085052843482647,10.325,0.1468342293599973,0.7090695814449478,0
102,2.0207,1007.6,69.154,2.3872,18.038,1039.3,547.11,0.08668847508807254,10.337,0.21310677474427775,0.9999999999999999,0
103,2.0987,1007.8,67.308,2.4127,18.376,1045.4,549.52,0.12015601409159538,10.352,0.15880951565641496,0.761844841375633,0
104,2.0555,1008.0,66.123,2.4296,18.603,1046.6,549.84,0.13273779567186716,10.416,0.1520244984615084,0.7200319914689415,0
105,1.8488,1008.4,65.453,3.6053,29.367,1086.4,536.74,0.6410417715148466,13.128,0.09291608983421468,0.5464462809917354,0
106,1.8404,1008.8,65.211,3.9715,33.054,1100.1,532.03,0.8244841469552091,14.146,0.06471937814608089,0.4078699013596374,0
107,2.1479,1009.0,63.952,4.007,33.468,1099.8,530.5,0.8438600905888276,14.220999999999998,0.06307571139951375,0.4122314049586776,0
108,2.8161,1009.2,59.68,3.9409,32.839,1100.0,532.45,0.8253648716658282,14.084,0.06183806947427124,0.42354572114102906,0
109,3.4249,1009.4,54.908,3.9819,33.102,1100.0,531.82,0.8254906894816305,14.12,0.06263788945362757,0.4176806185017329,0
110,3.6133,1009.7,53.286,3.9276,32.717,1100.0,533.22,0.8132863613487669,14.029000000000002,0.06481476951976559,0.4265529192215408,0
111,3.6762,1010.2,50.595,3.9368,32.76,1099.8,532.97,0.8137896326119776,14.053,0.06442097436173387,0.4286856838176486,0
112,3.5235,1010.9,51.275,3.9472,32.597,1099.8,533.16,0.8147961751383999,13.996,0.0622367564976201,0.4210930418555051,0
113,2.077,1013.8,61.26300000000001,3.7562,34.128,1095.7,535.19,0.7594363361852039,13.691,0.04083484573502723,0.4464302852572646,0
114,1.7858,1014.2,62.448,2.3938,21.897,1023.4,532.8,0.11222949169602425,10.485,0.33776373268891163,0.8312983204478804,0
115,1.5405,1015.0,64.41,2.3822,20.987,1023.4,532.94,0.1124811273276296,10.489,0.333214297943949,0.8429218874966674,0
116,1.2194,1015.8,64.414,2.3781,20.474,1023.8,533.03,0.11298439859084053,10.514,0.3355623932961878,0.8604105571847506,0
117,0.71835,1016.4,65.821,2.5666,21.589,1048.4,541.82,0.2537745344740816,11.008,0.22662299861560214,0.7614396161023725,0
118,0.37115,1017.3,69.40100000000001,2.3863,19.884,1023.7,532.22,0.1168847508807247,10.479,0.385801850103463,0.9057318048520394,0
119,-0.48795,1018.9,70.67,2.3735,19.007,1034.7,540.45,0.1268243583291393,10.398,0.2709163931298644,0.9610770461210342,0
120,-1.4042,1021.1,68.896,2.4012,18.991,1040.7,543.56,0.15135883241066939,10.534,0.21775893866090082,0.8597707278059182,0
121,-1.7088,1022.3,66.518,3.102,25.26,1083.6,547.21,0.1818398105405305,12.296,-0.2510499262957522,0.2896387360275367,1
122,-2.2845,1023.4,65.756,3.3795,28.111,1099.8,547.09,0.6932561650729745,13.069,0.06517676755323573,0.5714742735270594,0
123,-3.0659,1024.4,62.778,3.7903,31.894,1099.8,534.48,0.8147961751383999,13.885,0.06348662808615553,0.45591042388696346,0
124,-3.3038,1025.4,59.547,3.5164,29.58,1100.2,542.49,0.7449672873678914,13.375,0.06494929581598759,0.5274433484404157,0
125,-3.2817,1026.4,56.04,3.3987,28.787,1099.8,544.99,0.7258429793658783,13.209,0.07404816530591281,0.5149986670221273,0
126,-3.289,1027.1,51.789,3.3043,28.014,1100.0,547.95,0.6977856064418722,13.083,0.07973251280445746,0.6340922420687816,0
127,-3.3057,1027.4,45.667,3.3313,28.114,1100.0,547.35,0.7019375943633619,13.095999999999998,0.06943758224448565,0.6230765129298853,0
128,-3.0785,1028.0,44.637,3.4759,29.183000000000003,1100.0,543.53,0.7370407649723201,13.357,0.059587811428375756,0.543844308184484,0
129,-3.0784,1028.6,44.247,3.6082,33.198,1100.1,538.48,0.784851534977353,13.635,0.047910928916305086,0.46504932018128486,0
130,-3.2766,1029.3,47.798,4.0868,35.98,1099.9,524.67,0.9125566180171114,14.630999999999998,0.06199950102973764,0.37242335377232727,0
131,-3.6358,1030.2,49.327,4.0361,34.743,1099.9,525.95,0.9057624559637645,14.548,0.0570073524735717,0.3815089309517461,0
132,-4.0106,1031.0,53.13399999999999,4.1835,35.637,1099.9,521.7,0.9435078007045796,14.752,0.03391285631124004,0.3477685950413223,0
133,-4.3625,1031.8,55.276,4.1315,35.184,1100.0,523.18,0.9350780070457978,14.73,0.03157699062229419,0.3496667555318581,0
134,-4.7684,1032.2,55.069,4.1463,35.282,1100.1,522.67,0.9418721690991443,14.705,0.039274340698851884,0.3604692082111436,0
135,-5.0266,1032.5,55.087,4.1166,35.055,1100.0,523.12,0.9387267237040764,14.75,0.055605833060204196,0.37928019194881357,0
136,-4.938,1033.4,55.609,4.2813,36.573,1100.0,518.3,0.9747106190236539,15.039,0.059578027697741426,0.3556918155158624,0
137,-5.0675,1034.2,56.755,4.1073,34.732,1099.8,524.19,0.9266482133870155,14.636,0.06022130798694851,0.38572114102905886,0
138,-5.4155,1034.6,58.816,4.0521,34.179,1099.9,525.8,0.9168344237544035,14.492,0.06234437753459772,0.40349773393761657,0
139,-5.5667,1034.8,59.539,4.1451,35.162,1100.0,522.62,0.9422496225465526,14.751,0.06382661272569844,0.388419088243135,0
140,-5.7711,1035.1,61.242,2.86,24.29,1079.1,550.39,0.475088072471062,11.936,0.0853679416498305,0.6892242068781658,0
141,-5.5819,1035.5,57.12300000000001,2.8607,23.679,1060.6,538.1,0.4268998490186209,11.77,0.18389500100283243,0.5973553719008267,0
142,-5.7349,1035.6,57.403,2.5069,20.538,1024.9,527.72,0.19237544036235543,10.777,0.33228484353368787,0.5869581444948013,0
143,-5.785,1035.3,59.661,2.6439,21.697,1060.5,545.29,0.3517866129843987,11.388,0.1597022810767974,0.6601866169021592,0
144,-5.82,1035.6,60.358,2.7682,22.479,1074.0,549.98,0.425138399597383,11.548,0.09387978730169602,0.644457478005865,0
145,-5.9793,1035.7,62.049,2.8478,23.209,1078.9,549.6,0.47169099144438853,11.788,0.0723042153203438,0.579664089576113,0
146,-6.2348,1035.8,63.962,4.2868,36.2,1099.7,519.5,0.9674131857070962,14.899,0.04911677371698602,0.29222074113569707,0
147,-5.8189,1036.3,64.9,4.2722,36.00199999999999,1100.0,519.89,0.9648968293910418,14.911,0.030569266366958385,0.3102745934417489,0
148,-4.9653,1036.4,63.518,4.2771,36.035,1100.0,519.76,0.9591092098641167,14.945,0.027895861971128214,0.30935750466542244,0
149,-3.9215,1036.4,61.69600000000001,4.2341,35.562,1100.0,521.58,0.9388525415198792,14.822,0.03210531207654791,0.33648627032791256,0
150,-3.0217,1036.3,57.92100000000001,4.2330000000000005,35.467,1099.9,522.06,0.930045294413689,14.762,0.07288390136042774,0.43193814982671275,0
151,-2.2409,1035.7,54.374,4.2557,35.511,1100.1,522.11,0.9241318570709611,14.724,0.09495110580615496,0.4689202879232204,0
152,-1.4926,1035.3,52.331,4.2597,35.514,1100.0,522.48,0.9170860593860091,14.758,0.07495071445692958,0.42061316982138086,0
153,-1.0018,1035.4,50.034,4.2308,35.245,1100.0,523.35,0.9076497232008054,14.64,0.059556014303814186,0.3783311117035457,0
154,-1.051,1035.5,50.403,4.2712,35.582,1100.0,522.21,0.9170860593860091,14.776,0.04843191257258305,0.356001066382298,0
155,-1.4086,1035.8,51.721,4.2906,35.677,1099.9,521.52,0.9253900352289886,14.842,0.070208051031939,0.3797813916288989,0
156,-1.9402,1036.0,54.925,4.3121,35.893,1099.9,521.15,0.9335681932561652,14.836,0.036654746821510514,0.3351852839242868,0
157,-2.9167,1036.3,58.81800000000001,4.2604,35.636,1100.1,521.63,0.9374685455460494,14.79,0.014424643260721744,0.324873367102106,0
158,-3.816,1036.5,62.975,4.251,35.872,1100.1,521.02,0.947533970810267,14.823,0.04213363597673429,0.3508717675286589,0
159,-4.5333,1036.6,66.798,4.2332,35.473,1100.0,522.27,0.941117262204328,14.79,0.040795710812489915,0.34946414289522787,0
160,-4.9758,1036.5,70.657,4.2498,35.593,1099.9,521.44,1.0826128766951806,14.803,0.16782623404692426,0.4704519954565991,1
161,-5.1355,1036.3,73.405,4.2088,35.153,1099.9,522.88,0.9360845495722192,14.748,0.03514805230382397,0.3425326579578779,0
162,-5.0905,1036.2,75.107,4.2942,36.067,1099.9,520.0,0.9603673880221437,14.9,0.03399601802163183,0.3170247933884296,0
163,-4.8432,1035.8,73.335,4.2099,35.408,1100.0,522.62,0.9365878208354304,14.742,0.025819265143992055,0.324180218608371,0
164,-4.8908,1035.2,72.08800000000002,4.1929,35.186,1100.1,522.87,0.9357070961248113,14.737,0.044787472911295804,0.3477152759264196,0
165,-4.9279,1034.9,71.525,4.1793,35.044000000000004,1100.0,523.31,0.9333165576245597,14.728,0.052252459385288205,0.36484137563316443,0
166,-5.4839,1034.5,72.581,4.2569,35.86,1100.0,520.94,0.9570961248112735,14.838,0.04705729841845994,0.34964542788589714,0
167,-5.8956,1034.1,70.851,4.3541,36.533,1100.0,518.3,0.9796175138399599,15.083,0.04368435728227531,0.32312450013329774,0
168,-5.9031,1034.0,68.12,4.3749,36.844,1100.0,517.61,0.9850276799194766,15.042,0.029894188953189745,0.30806718208477735,0
169,-5.8847,1033.6,66.92,4.2815,36.218,1100.0,520.24,0.9628837443381986,14.890999999999998,0.025909764652359592,0.32225006664889355,0
170,-6.0421,1033.3,68.008,4.4238,37.505,1099.9,516.04,1.0000000000000002,15.159,0.03338208892432774,0.3163636363636363,0
171,-5.6218,1033.2,66.77199999999999,4.3915,37.105,1099.9,517.72,0.9799949672873678,15.029000000000002,0.035634792902881796,0.32504398826979464,0
172,-4.5664,1032.8,69.383,4.185,35.072,1100.1,524.55,0.9188475088072472,14.626,0.030329564966417345,0.35820847773926945,0
173,-2.0146,1032.1,68.559,4.1822,35.012,1099.9,526.15,1.2339078350562924,14.497,0.3869967967635906,0.6108299857942872,1
174,1.0693,1031.1,63.791,4.1693,34.575,1100.1,529.0,0.8490186210367388,14.33,0.052986239182862827,0.3646174353505731,0
175,2.8271,1029.6,53.567,4.3085,35.69300000000001,1100.0,527.83,0.8514091595369904,14.421,0.04623546504517638,0.36100239936017053,0
176,3.7325,1028.6,50.971,4.2251,36.532,1099.9,529.49,0.8369401107196779,14.282,0.0485615470034879,0.36574780058651024,0
177,4.0266,1028.2,48.494,4.2348,37.063,1100.0,529.15,0.8342979365878211,14.316,0.06707481129629539,0.37014129565449205,0
178,4.2803,1027.6,53.882,4.2062,36.333,1100.0,530.01,0.8307750377453449,14.292,0.052139946482993436,0.35837909890695807,0
179,4.6765,1026.8,54.923,4.2029,36.0,1100.0,530.67,0.823980875691998,14.139,0.053252845842648264,0.37014129565449205,0
180,5.2881,1026.1,54.493,4.2264,36.752,1099.8,529.83,0.8266230498238551,14.205,0.060950195919205946,0.3749186883497734,0
181,5.4779,1025.5,60.777,4.1873,36.77,1100.1,531.57,0.8093860090588827,14.129,0.05536613165966315,0.3751746201013063,0
182,5.8393,1024.5,63.844,4.2338,36.052,1099.9,530.56,0.8158027176648217,14.189,0.056276018608655665,0.36253798986936814,0
183,6.2570000000000014,1023.7,64.78399999999999,4.144,35.566,1100.0,532.78,0.7980624056366381,14.069,0.05599718228557732,0.37202879232204744,0
184,6.537000000000001,1022.8,63.733,4.1902,36.003,1099.9,531.87,0.8033467539003525,14.099,0.05467148678462585,0.3658117835243935,0
185,6.9811,1021.8,68.687,4.1737,36.152,1100.0,533.69,0.7863613487669856,13.981,0.05412604380176205,0.3624206878165823,0
186,7.4258,1020.5,69.422,4.0499,34.88,1095.0,535.02,0.7235782586814294,13.635,0.06131463988533467,0.39597973873633685,0
187,13.669,1011.0,67.811,3.6958,30.535,1078.9,535.37,0.5249119275289382,12.748,0.2489763771823834,0.8703279125566513,0
188,13.643,1010.4,67.515,4.1368,32.658,1100.0,536.64,0.7283593356819327,13.72,0.06349396588413128,0.4110157291388963,0
189,13.618,1009.9,64.808,4.1059,32.342,1100.0,538.21,0.7142677403120281,13.715,0.06798225231262933,0.42118901626232996,0
190,13.528,1009.6,63.893,4.0697,32.655,1099.8,537.56,0.7189229994967288,13.705,0.07010532186027855,0.4141828845641162,0
191,13.488,1008.9,64.991,4.001,32.673,1100.0,539.37,0.7035732259687972,13.643,0.07198135220941097,0.4176592908557717,0
192,13.749,1008.4,64.892,4.0615,32.788000000000004,1100.0,538.88,0.7043281328636135,13.626,0.07208163544841284,0.40368968275126627,0
193,14.081,1008.2,62.75,3.9293,32.915,1100.0,541.28,0.680171112229492,13.481,0.055336780467760166,0.3865742468675021,0
194,14.146,1008.0,64.817,3.704,32.393,1099.9,546.41,0.6375188726723704,13.121,0.054057557687321754,0.4024313516395627,0
195,14.216,1008.1,65.938,3.325,29.68,1086.5,550.01,0.48792148968293936,12.27,0.065930114812079,0.4233964276193014,0
196,14.38,1008.2,63.99100000000001,3.2246,27.738000000000003,1080.4,549.83,0.4281580271766483,11.883,0.08196075745642571,0.4176912823247133,0
197,14.61,1008.2,62.448,3.289,27.655,1079.0,549.95,0.4125566180171114,11.908,0.08269942911931749,0.419664089576113,0
198,15.011,1008.2,61.489,3.2334,27.99,1080.1,550.02,0.42287367891293415,11.882,0.07506811922454151,0.4070807784590774,0
199,14.64,1007.9,62.649,3.2322,27.131,1078.2,549.98,0.4075239053850026,11.778,0.07657970560754522,0.4173607038123167,0
200,14.512,1007.7,64.822,2.9854,25.468000000000004,1063.8,549.37,0.2800704579768496,11.145,0.10433125755181709,0.45524926686217004,0
201,13.599,1008.9,68.97399999999999,3.5532,29.798,1099.4,548.87,0.6177654755913438,12.92,0.0637092079580865,0.4244628099173553,0
202,8.2167,1010.8,74.124,3.6146,29.645,1098.7,544.02,0.6828132863613487,13.185,0.0825624568904369,0.47294054918688333,0
203,4.9518,1012.7,82.04899999999998,4.0049,33.078,1099.9,532.82,0.8106441872169097,14.017,0.0864294764236551,0.3937723273793654,0
