,Year,Month,Day,Date,Latitude,Longitude,Zonal_Winds,Meridional_Winds,Humidity,Air_Temp,Sea_Surface_Temp,ground_truth
342,94,10,20,941020,0.02,-110.03,0.3022222222222223,0.759090909090909,0.45244215938303345,0.42141756548536224,0.5652173913043477,0
40015,95,1,30,950130,-1.94,164.37,0.5155555555555555,0.34545454545454546,0.42930591259640116,0.8335901386748843,0.8810500410172271,0
9826,91,12,1,911201,0.0,165.02,0.33487909827591444,0.1299296033264194,-0.03397551469180937,0.5161391564851253,0.6287848498026664,1
63170,95,6,28,950628,-4.95,-124.98,0.11555555555555558,0.5,0.4370179948586117,0.613251155624037,0.6702214930270713,0
86376,98,4,18,980418,-7.97,-125.01,0.4133333333333334,0.40454545454545454,0.5964010282776351,0.6964560862865949,0.8564397046759638,0
79450,93,4,28,930428,8.04,165.07,0.2844444444444445,0.11818181818181817,0.5218508997429305,0.7026194144838211,0.7596390484003281,0
84706,96,3,21,960321,-8.05,-109.93,0.14666666666666672,0.6590909090909091,0.6246786632390746,0.6571648690292757,0.6915504511894994,0
61126,94,11,2,941102,-5.0,-110.0,0.16444444444444445,0.6090909090909091,0.40359897172236514,0.4599383667180279,0.4823625922887613,0
83841,93,9,19,930919,-8.01,-109.93,0.14222222222222225,0.5909090909090909,0.4267352185089972,0.45146379044684126,0.49056603773584895,0
17385,95,9,6,950906,2.05,-110.13,0.23111111111111113,0.6863636363636364,0.6118251928020566,0.386748844375963,0.48892534864643133,0
5047,94,2,7,940207,0.0,142.97,0.3066666666666667,0.39545454545454545,0.6246786632390746,0.7742681047765794,0.8605414273995078,0
73278,94,11,11,941111,-4.99,-95.01,0.22222222222222224,0.65,0.6709511568123392,0.2650231124807396,0.3363412633305989,0
11838,92,12,16,921216,-0.01,-170.03,0.38222222222222224,0.32272727272727275,0.5989717223650386,0.6879815100154081,0.7703035274815422,0
73825,97,2,24,970224,-5.03,-95.08,0.1955555555555556,0.6318181818181818,0.8431876606683804,0.5701078582434516,0.6078753076292043,0
19926,94,5,28,940528,2.03,137.02,0.4266666666666667,0.41363636363636364,0.506426735218509,0.7110939907550076,0.853158326497129,0
56603,93,9,20,930920,4.99,-169.97,0.27111111111111114,0.4681818181818182,0.460154241645244,0.8397534668721109,0.8958162428219851,0
83955,94,1,12,940112,-8.02,-109.93,0.24000000000000002,0.5181818181818182,0.6092544987146531,0.48536209553158716,0.5373256767842491,0
13370,97,6,30,970630,-0.02,-170.03,-0.06313828114844555,0.17080111279094834,0.2322173315336452,0.41394441017153405,0.521297048356613,1
68581,96,8,7,960807,-5.01,156.0,0.4088888888888889,0.5,0.5732647814910026,0.7126348228043142,0.8769483182936835,0
12670,95,4,2,950402,-0.03,-170.03,0.23111111111111113,0.4590909090909091,0.6221079691516711,0.7372881355932204,0.7596390484003281,0
61820,97,10,24,971024,-4.98,-109.99,0.1111111111111111,0.6045454545454545,0.4575835475578405,0.6140215716486905,0.6620180475799837,0
36448,97,10,3,971003,-2.01,-139.95,0.3066666666666667,0.6090909090909091,0.2133676092544985,0.7580893682588596,0.8383921246923705,0
13076,96,6,10,960610,-0.02,-170.03,0.14666666666666672,0.4772727272727273,0.2853470437017993,0.7164869029275811,0.7637407711238717,0
70020,97,3,1,970301,-5.0,165.21,0.8133333333333335,0.3409090909090909,0.5938303341902311,0.6579352850539293,0.9286300246103361,0
74939,95,7,5,950705,8.05,-110.13,0.6177777777777778,0.6636363636363636,0.6863753213367612,0.6009244992295841,0.7538966365873665,0
55072,94,11,30,941130,5.03,165.02,0.33333333333333337,0.5045454545454545,0.537275064267352,0.812788906009245,0.9187858900738308,0
80995,93,8,13,930813,8.0,-170.02,0.3022222222222223,0.37272727272727274,0.537275064267352,0.724191063174114,0.8113207547169812,0
37298,95,9,4,950904,-1.98,-155.0,0.0755555555555556,0.4818181818181818,0.5501285347043701,0.6486902927580893,0.7120590648072187,0
20597,95,1,17,950117,1.97,-140.02,0.2488888888888889,0.5590909090909091,0.6041131105398456,0.6140215716486905,0.6546349466776045,0
59497,96,8,6,960806,5.09,-94.9,0.528888888888889,0.8045454545454545,0.7455012853470437,0.4899845916795069,0.6333059885151764,0
88964,96,7,20,960720,-8.04,164.84,0.29333333333333333,0.45454545454545453,0.38046272493573263,0.7989214175654855,0.8736669401148482,0
22142,92,9,20,920920,2.0,-155.04,0.6210434024718623,0.8771040085324683,0.8016775070134216,0.9714799715524994,1.0557713215312003,1
44996,96,10,15,961015,-1.97,-95.12,0.33333333333333337,0.6181818181818182,0.6786632390745497,0.12788906009245005,0.08039376538146015,0
13896,93,9,22,930922,0.02,-179.89,0.19111111111111118,0.4727272727272727,0.29305912596401007,0.854391371340524,0.9105824446267432,0
9753,91,9,19,910919,0.0,165.0,0.23494916490065498,0.1224239123754024,-0.0026286700036580735,0.28790927447093406,0.4662899724842843,1
44984,96,10,2,961002,-1.99,-95.11,0.27555555555555555,0.5409090909090909,0.8174807197943443,0.09244992295839749,0.07136997538966372,0
50263,94,12,25,941225,4.98,147.02,0.44888888888888895,0.40909090909090906,0.3676092544987146,0.7465331278890603,0.863822805578343,0
84956,97,5,13,970513,-8.05,-109.93,0.14666666666666672,0.6409090909090909,0.4704370179948585,0.6879815100154081,0.7136997538966363,0
13098,96,7,2,960702,-0.03,-170.04,0.25777777777777783,0.45454545454545453,0.460154241645244,0.6887519260400616,0.7579983593109105,0
17876,97,11,18,971118,2.08,-110.86,0.32000000000000006,0.6045454545454545,0.503856041131105,0.7511556240369799,0.8523379819524197,0
5438,98,5,19,980519,0.0,147.0,0.49333333333333335,0.37727272727272726,0.5398457583547556,0.7842835130970724,0.8482362592288761,0
49129,95,5,14,950514,5.01,-139.96,0.2355555555555556,0.5,0.6426735218508997,0.6510015408320491,0.7481542247744053,0
6347,94,1,2,940102,0.01,-155.01,0.2,0.35909090909090907,0.5809768637532131,0.5862865947611711,0.6177194421657095,0
91706,97,8,20,970820,-8.01,-95.1,0.16000000000000003,0.5772727272727273,0.29048843187660656,0.5092449922958397,0.5266611977030355,0
92946,94,5,3,940503,9.01,-140.25,0.21333333333333337,0.3181818181818182,0.6580976863753212,0.6240369799691836,0.7243642329778508,0
73637,96,8,16,960816,-5.01,-95.08,0.2977777777777778,0.5363636363636364,0.5089974293059125,0.26040061633281986,0.2748154224774406,0
22935,94,11,29,941129,2.0,-154.99,0.1955555555555556,0.4772727272727273,0.3084832904884318,0.7511556240369799,0.8564397046759638,0
26779,97,9,18,970918,1.99,165.03,0.45777777777777784,0.6454545454545455,0.5706940874035991,0.756548536209553,0.7973748974569319,0
11193,97,5,29,970529,0.0,165.0,0.46222222222222226,0.39545454545454545,0.3213367609254498,0.8235747303543917,0.8974569319114027,0
12079,93,8,17,930817,-0.04,-170.03,0.15555555555555556,0.5636363636363636,0.43444730077120797,0.8135593220338986,0.8318293683347004,0
91507,96,10,24,961024,-8.02,-95.09,0.13777777777777783,0.6181818181818182,0.6375321336760926,0.13790446841294313,0.2534864643150123,0
8784,97,1,12,970112,0.0,156.15,0.6622222222222223,0.43636363636363634,0.46272493573264795,0.6764252696456088,0.8761279737489742,0
16644,92,2,3,920203,2.03,-110.09,0.27111111111111114,0.6272727272727273,0.40874035989717195,0.6818181818181819,0.6940114848236258,0
91263,95,9,14,950914,-8.02,-95.09,0.6472368595476261,1.1654186777294444,0.9690877592905566,0.6752800028450067,0.7146691811226876,1
35277,94,4,25,940425,-2.0,-139.95,0.3155555555555556,0.55,0.519280205655527,0.706471494607088,0.7858900738310091,0
64359,94,4,19,940419,-4.98,-139.92,0.2488888888888889,0.32272727272727275,0.5295629820051411,0.719568567026194,0.7744052502050862,0
19686,92,5,27,920527,2.03,137.02,0.5155555555555555,0.5772727272727273,0.5089974293059125,0.7935285053929124,0.9064807219031992,0
53285,95,4,3,950403,5.0,156.05,0.36444444444444446,0.43636363636363634,0.6529562982005137,0.650231124807396,0.826907301066448,0
83098,95,1,13,950113,7.96,-95.0,0.25333333333333335,0.4636363636363636,0.5398457583547556,0.6155624036979972,0.6964725184577523,0
60402,92,9,24,920924,-5.01,-110.0,0.13777777777777783,0.4636363636363636,0.467866323907455,0.43220338983050843,0.450369155045119,0
28501,93,12,22,931222,1.98,-179.85,0.4355555555555556,0.36363636363636365,0.7557840616966578,0.6371340523882896,0.8539786710418373,0
79449,93,4,27,930427,8.05,165.07,0.24000000000000002,0.14090909090909087,0.5398457583547556,0.7149460708782744,0.7555373256767841,0
54438,93,2,18,930218,5.05,164.99,0.1955555555555556,0.40454545454545454,0.7583547557840618,0.6117103235747303,0.740771123872026,0
29054,96,1,3,960103,2.0,-179.85,0.008890029894132678,0.24363750464160738,0.0630345600283797,0.35103349847827947,0.4839387948198457,1
43045,96,2,1,960201,-2.0,-179.86,0.2,0.35,0.40359897172236514,0.6718027734976888,0.7251845775225592,0
77829,96,11,28,961128,7.98,-154.99,0.2,0.5045454545454545,0.6401028277634961,0.6171032357473039,0.7924528301886791,0
45981,95,3,4,950304,4.98,-109.96,0.16444444444444445,0.4909090909090909,0.5758354755784061,0.6787365177195686,0.7588187038556193,0
75013,95,9,19,950919,8.06,-110.13,0.4133333333333334,0.8045454545454545,0.31362467866323906,0.6117103235747303,0.7054963084495487,0
55757,97,6,15,970615,5.03,165.04,0.4666666666666667,0.6318181818181818,0.5912596401028276,0.6941448382126347,0.8465955701394585,0
73209,94,9,3,940903,-4.99,-95.01,0.2844444444444445,0.6681818181818182,0.6812339331619537,0.18952234206471497,0.16899097621000814,0
60793,93,10,26,931026,-4.97,-109.99,0.2088888888888889,0.6772727272727272,0.34704370179948585,0.5030816640986133,0.5159967186218211,0
63051,95,2,26,950226,-4.99,-124.9,0.29333333333333333,0.5681818181818181,0.5758354755784061,0.6540832049306629,0.6776045939294506,0
13935,93,10,31,931031,0.03,-179.88,0.2177777777777778,0.4318181818181818,0.43958868894601544,0.8328197226502312,0.9138638228055784,0
22002,92,5,1,920501,2.01,-155.01,0.2666666666666667,0.4,0.6092544987146531,0.7403697996918337,0.8359310910582445,0
26985,92,8,26,920826,1.99,-169.99,0.28,0.34545454545454546,0.3984575835475579,0.765793528505393,0.8285479901558657,0
61682,97,6,1,970601,-4.98,-110.03,0.14666666666666672,0.5727272727272728,0.35989717223650386,0.6309707241910634,0.6751435602953237,0
80619,98,5,14,980514,7.99,165.07,0.14222222222222225,0.2681818181818182,0.5604113110539846,0.7835130970724193,0.8088597210828548,0
42831,95,6,30,950630,-1.99,-179.87,0.44888888888888895,0.39545454545454545,0.40359897172236514,0.7773497688751927,0.8539786710418373,0
50937,98,6,17,980617,4.97,147.0,0.17333333333333334,0.45454545454545453,0.5964010282776351,0.7465331278890603,0.8695652173913042,0
69502,95,1,20,950120,-4.99,165.19,0.6177777777777778,0.41363636363636364,0.6503856041131106,0.7473035439137135,0.8990976210008204,0
82481,93,12,12,931212,8.0,-179.88,0.10222222222222227,0.3136363636363636,0.6966580976863752,0.6702619414483821,0.8014766201804755,0
67765,97,12,19,971219,-4.99,-154.98,0.45777777777777784,0.4409090909090909,0.6272493573264781,0.7234206471494609,0.9040196882690728,0
6763,95,5,8,950508,0.02,-155.0,0.1111111111111111,0.44545454545454544,0.4575835475578405,0.6579352850539293,0.7038556193601311,0
91033,95,1,20,950120,-7.98,-95.03,0.28,0.65,0.447300771208226,0.47457627118644075,0.5159967186218211,0
15351,98,1,3,980103,0.04,-179.82,0.44888888888888895,0.3363636363636363,0.39074550128534713,0.7881355932203389,0.8687448728465954,0
73116,94,5,29,940529,-4.99,-95.0,0.3022222222222223,0.6090909090909091,0.47557840616966596,0.5593220338983051,0.5176374077112387,0
51221,92,4,26,920426,5.01,-154.88,0.35555555555555557,0.7,0.6298200514138816,0.7395993836671806,0.8072190319934371,0
26443,96,10,15,961015,2.0,164.96,0.27111111111111114,0.35454545454545455,0.3264781491002571,0.7781201848998458,0.863822805578343,0
37015,94,7,10,940710,-1.99,-155.01,0.24444444444444446,0.42727272727272725,0.40874035989717195,0.7026194144838211,0.7653814602132898,0
45822,94,9,24,940924,5.06,-109.97,0.46222222222222226,0.6727272727272727,0.2982005141388173,0.6078582434514639,0.7260049220672684,0
34655,92,1,2,920102,-1.55,-138.69,0.20444444444444448,0.5318181818181819,0.3084832904884318,0.7280431432973804,0.7547169811320753,0
87335,95,1,19,950119,-8.27,-155.0,0.27555555555555555,0.2772727272727272,0.3650385604113111,0.802773497688752,0.8695652173913042,0
83573,98,3,1,980301,8.05,-94.95,0.3866666666666667,0.3,0.46272493573264795,0.7511556240369799,0.8236259228876124,0
21973,92,4,2,920402,2.0,-155.02,0.4177777777777778,0.3090909090909091,0.537275064267352,0.7611710323574734,0.8482362592288761,0
61318,95,5,17,950517,-4.96,-109.98,0.27555555555555555,0.6045454545454545,0.47557840616966596,0.622496147919877,0.6546349466776045,0
3137,92,8,24,920824,0.04,-140.0,0.2088888888888889,0.38181818181818183,0.5784061696658096,0.4360554699537751,0.44134536505332234,0
67317,96,1,18,960118,-5.0,-154.99,0.35555555555555557,0.14545454545454545,0.48586118251928,0.5832049306625577,0.6390484003281376,0
92484,93,1,24,930124,9.0,-140.27,0.1111111111111111,0.38181818181818183,0.5886889460154241,0.6286594761171032,0.6899097621000818,0
3085,92,7,3,920703,0.04,-140.0,0.3155555555555556,0.45454545454545453,0.6863753213367612,0.5385208012326659,0.5783429040196881,0
7117,96,5,2,960502,0.0,-154.98,0.18222222222222223,0.45454545454545453,0.5861182519280206,0.6471494607087831,0.6726825266611973,0
26501,96,12,12,961212,2.0,164.98,0.5244444444444445,0.5181818181818182,0.33676092544987135,0.7812018489984591,0.9155045118949956,0
18702,95,6,5,950605,1.98,-125.07,0.23111111111111113,0.6863636363636364,0.5758354755784061,0.5793528505392911,0.6111566858080391,0
74488,93,9,26,930926,8.04,-110.14,0.5022222222222222,0.5045454545454545,0.7994858611825193,0.5554699537750385,0.7268252666119768,0
32409,98,3,13,980313,-1.97,-110.0,0.3777777777777778,0.5772727272727273,0.5706940874035991,0.7488443759630201,0.8794093519278094,0
66271,92,9,30,920930,-5.02,-154.95,0.2888888888888889,0.40454545454545454,0.5989717223650386,0.6579352850539293,0.7834290401968826,0
38644,93,9,13,930913,-1.98,156.01,0.37333333333333335,0.7454545454545454,0.6786632390745497,0.7118644067796611,0.7826086956521738,0
4148,96,7,13,960713,0.03,-139.93,0.16888888888888892,0.5136363636363637,0.498714652956298,0.5847457627118644,0.5922887612797374,0
78625,96,6,1,960601,7.99,156.0,0.2355555555555556,0.42727272727272725,0.4113110539845759,0.7604006163328199,0.8523379819524197,0
93429,97,1,22,970122,8.98,-140.27,0.19111111111111118,0.3909090909090909,0.8354755784061698,0.5000000000000002,0.5578342904019689,0
45527,93,11,30,931130,5.01,-109.97,0.23111111111111113,0.6954545454545454,0.6246786632390746,0.6340523882896762,0.6899097621000818,0
81863,96,10,18,961018,8.03,-170.01,0.2977777777777778,0.4727272727272727,0.4370179948586117,0.7249614791987675,0.866283839212469,0
34445,98,3,3,980303,-2.03,-124.9,0.5155555555555555,0.39545454545454545,0.6426735218508997,0.7265023112480737,0.900738310090238,0
1060,97,12,14,971214,0.02,-109.99,0.3155555555555556,0.7181818181818183,0.46529562982005146,0.7234206471494609,0.7924528301886791,0
38460,93,3,11,930311,-1.99,156.01,0.8666666666666667,0.40454545454545454,0.5295629820051411,0.7365177195685673,0.822805578342904,0
54106,98,1,10,980110,5.0,156.1,0.26222222222222225,0.29545454545454547,0.3521850899742931,0.7858243451463791,0.8326497128794093,0
54185,98,3,30,980330,4.99,156.07,0.21333333333333337,0.2681818181818182,0.3830334190231359,0.7858243451463791,0.81214109926169,0
35189,94,1,27,940127,-2.01,-139.96,0.2088888888888889,0.5454545454545454,0.6966580976863752,0.5577812018489987,0.5873666940114846,0
44671,95,11,8,951108,-1.99,-95.0,0.3111111111111111,0.6954545454545454,0.6966580976863752,0.2110939907550078,0.16652994257588194,0
14519,95,6,11,950611,0.05,-179.88,0.10222222222222227,0.43636363636363634,0.5398457583547556,0.8066255778120188,0.8236259228876124,0
68596,96,8,22,960822,-4.99,156.0,0.2088888888888889,0.5909090909090909,0.4267352185089972,0.8258859784283514,0.8867924528301883,0
29037,95,12,16,951216,1.99,-179.84,0.3155555555555556,0.41363636363636364,0.498714652956298,0.7311248073959942,0.81870385561936,0
28177,98,1,12,980112,1.97,-170.02,0.6266666666666667,0.37272727272727274,0.7866323907455013,0.654853620955316,0.8392124692370797,0
75725,94,4,14,940414,7.98,-125.01,0.15555555555555556,0.38181818181818183,0.8560411311053984,0.7033898305084747,0.7703035274815422,0
89206,98,1,15,980115,-8.04,164.82,0.5955555555555556,0.5409090909090909,0.6452442159383032,0.8366718027734976,0.900738310090238,0
4658,98,4,24,980424,0.01,-139.91,0.36444444444444446,0.2409090909090909,0.39588688946015393,0.7226502311248078,0.829368334700574,0
65858,91,7,31,910731,-4.99,-155.0,0.2844444444444445,0.36818181818181817,0.478149100257069,0.7265023112480737,0.8063986874487283,0
51054,91,11,10,911110,4.99,-154.89,0.3066666666666667,0.4,0.6478149100257071,0.6964560862865949,0.8351107465135357,0
36708,91,7,27,910727,-2.03,-154.98,0.23111111111111113,0.3909090909090909,0.5295629820051411,0.7457627118644068,0.7932731747333879,0
46937,94,2,22,940222,5.08,-124.98,0.0899218773081697,0.4625481399344322,0.5164742909042852,0.5723324234475295,0.640059512892893,1
49315,95,11,19,951119,4.89,-139.85,0.3466666666666667,0.7,0.6169665809768636,0.5362095531587057,0.5914684167350286,0
25447,92,10,9,921009,2.06,165.0,0.36444444444444446,0.34545454545454546,0.467866323907455,0.8073959938366719,0.9278096800656273,0
38003,97,8,23,970823,-2.0,-154.98,0.4177777777777778,0.5318181818181819,0.3547557840616966,0.7480739599383666,0.8630024610336338,0
14109,94,4,23,940423,0.03,-179.87,0.44000000000000006,0.4590909090909091,0.557840616966581,0.7303543913713406,0.7949138638228055,0
11504,92,8,11,920811,0.04,169.99,0.3955555555555556,0.40909090909090906,0.3264781491002571,0.7788906009244994,0.9105824446267432,0
81569,95,12,26,951226,8.03,-170.01,0.2177777777777778,0.40454545454545454,0.4267352185089972,0.682588597842835,0.781788351107465,0
26224,96,3,7,960307,2.01,164.98,0.15111111111111114,0.36818181818181817,0.39074550128534713,0.7534668721109401,0.8178835110746512,0
4654,98,4,20,980420,0.02,-139.91,0.5333333333333333,0.2909090909090909,0.5398457583547556,0.6864406779661019,0.7465135356849877,0
49303,95,11,7,951107,4.98,-139.85,0.2844444444444445,0.7090909090909091,0.460154241645244,0.4969183359013867,0.5069729286300246,0
51743,93,10,4,931004,5.0,-154.9,0.2844444444444445,0.509090909090909,0.7480719794344473,0.6271186440677965,0.8211648892534864,0
75367,98,6,7,980607,8.05,-110.15,0.5644444444444445,0.7318181818181818,0.480719794344473,0.7688751926040063,0.8949958982772763,0
78050,97,7,16,970716,7.95,-154.99,-0.006782549376245839,0.08392452133082479,0.5090472135486327,0.5432465552291298,0.6150677833190418,1
51260,92,6,4,920604,5.0,-154.89,0.2844444444444445,0.3,0.6683804627249357,0.7057010785824345,0.822805578342904,0
9983,92,6,10,920610,0.02,164.85,0.4977777777777778,0.2863636363636364,0.5784061696658096,0.7349768875192606,0.8785890073831006,0
37797,97,1,24,970124,-1.98,-155.02,0.16888888888888892,0.37727272727272726,0.447300771208226,0.6263482280431434,0.6677604593929449,0
58011,93,12,11,931211,5.01,-179.9,0.32000000000000006,0.2863636363636364,0.4370179948586117,0.8066255778120188,0.8728465955701394,0
35123,93,11,22,931122,-2.0,-139.96,0.27555555555555555,0.5636363636363636,0.5526992287917736,0.6063174114021572,0.6497128794093521,0
24213,94,8,2,940802,2.02,156.02,0.6222222222222222,0.4,0.5938303341902311,0.7218798151001542,0.8195242001640688,0
57681,97,6,15,970615,4.97,-169.95,0.3244444444444445,0.4409090909090909,0.48586118251928,0.7449922958397537,0.8654634946677602,0
71476,96,12,31,961231,-4.99,-170.0,0.33777777777777784,0.2818181818181818,0.4267352185089972,0.7349768875192606,0.7940935192780967,0
48642,92,5,21,920521,5.01,-140.01,0.2355555555555556,0.39545454545454545,0.519280205655527,0.7881355932203389,0.8326497128794093,0
64909,95,10,27,951027,-5.02,-139.91,0.14222222222222225,0.5045454545454545,0.537275064267352,0.5546995377503852,0.5348646431501227,0
21217,97,9,14,970914,1.97,-140.02,0.37333333333333335,0.5454545454545454,0.6118251928020566,0.659476117103236,0.8424938474159145,0
