,Longitudinal_position,Prismatic_coefficient,Length_displacement_ratio,Beam_draught_ratio,Length_beam_ratio,Froude_number,resistance,ground_truth
33,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,0.3846153846153846,0.031725684986380384,0
34,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,0.46153846153846156,0.046947604550552795,0
35,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,0.5384615384615383,0.06729690754686748,0
36,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,0.6153846153846154,0.08860759493670886,0
37,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,0.6923076923076921,0.13203012337766384,0
38,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,0.7692307692307692,0.20942156705656148,0
39,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,0.8461538461538463,0.34273353629226083,0
40,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,0.9230769230769229,0.5308444159589809,0
41,0.54,0.5,0.5500000000000007,1.0,0.03296703296703285,1.0,0.8032366607915399,0
42,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.0,0.003044383912834482,0
43,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.07692307692307687,0.005447844896651178,0
44,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.15384615384615374,0.01025476686428457,0
45,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.23076923076923084,-0.10358852609485582,1
46,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.3076923076923077,0.021791379586604716,0
47,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.3846153846153846,0.03140522352187149,0
48,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.46153846153846156,0.2102467053581878,1
49,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.5384615384615383,0.06377183143726967,0
50,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.6153846153846154,0.08299951930780325,0
51,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.6923076923076921,0.12850504726806602,0
52,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.7692307692307692,0.20589649094696363,0
53,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.8461538461538463,0.7762579400482579,1
54,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,0.9230769230769229,0.5441435667361,0
55,0.54,0.48571428571428577,0.9500000000000002,0.44881889763779537,0.8791208791208791,1.0,0.8067617369011376,0
56,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.0,0.003044383912834482,0
57,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.07692307692307687,0.005447844896651178,0
58,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.15384615384615374,-0.12684357048777462,1
59,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.23076923076923084,0.01474122736740907,0
60,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.3076923076923077,0.021791379586604716,0
61,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.3846153846153846,0.03140522352187149,0
62,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.46153846153846156,0.045185066495753885,0
63,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.5384615384615383,0.06377183143726967,0
64,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.6153846153846154,0.08299951930780325,0
65,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.6923076923076921,0.12850504726806602,0
66,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.7692307692307692,0.20589649094696363,0
67,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.8461538461538463,0.3444960743470598,0
68,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,0.9230769230769229,0.5441435667361,0
69,0.52,0.6285714285714281,0.025000000000000355,0.4527559055118111,0.03296703296703285,1.0,0.8067617369011376,0
70,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.0,0.0017625380547989103,0
71,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.07692307692307687,0.00400576830636116,0
72,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.15384615384615374,0.13824976998607003,1
73,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.23076923076923084,0.010895689793302354,0
74,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.3076923076923077,0.017304919083480214,0
75,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.3846153846153846,0.026598301554238105,0
76,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.46153846153846156,0.03925652940233937,0
77,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.5384615384615383,0.05479891043102067,0
78,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.6153846153846154,0.07386636756929979,0
79,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.6923076923076921,0.10975805159429579,0
80,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.7692307692307692,-0.013584507323707778,1
81,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.8461538461538463,0.3303957699086685,0
82,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,0.9230769230769229,0.8108885559698513,1
83,0.52,0.5428571428571427,0.0,0.0669291338582676,0.4615384615384617,1.0,0.8687710302836084,0
84,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.0,0.0043262297708700536,0
85,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.07692307692307687,0.006889921486941196,0
86,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.15384615384615374,0.011055920525556802,0
87,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.23076923076923084,0.01698445761897132,0
88,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.3076923076923077,0.02499599423169364,0
89,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.3846153846153846,0.0355712225604871,0
90,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.46153846153846156,0.04935106553436949,0
91,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.5384615384615383,0.06537413875981413,0
92,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.6153846153846154,0.09309405543983336,0
93,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.6923076923076921,0.13251081557442718,0
94,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.7692307692307692,0.20493510655343697,0
95,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.8461538461538463,0.32687069379907063,0
96,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,0.9230769230769229,0.5180259573786252,0
97,0.54,0.45714285714285907,1.0,0.8425196850393704,0.4835164835164836,1.0,0.7575709020990226,0
98,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.0,0.003044383912834482,0
99,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.07692307692307687,0.005928537093414518,0
100,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.15384615384615374,0.010094536132030124,0
101,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.23076923076923084,0.015382150296426854,0
102,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.3076923076923077,0.2296102795680615,1
103,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.3846153846153846,0.03156545425412594,0
104,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.46153846153846156,0.046466912353789455,0
105,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.5384615384615383,0.06954013779842973,0
106,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.6153846153846154,0.09261336324307003,0
107,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.6923076923076921,0.12866527800032046,0
108,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.7692307692307692,0.19452010895689795,0
109,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.8461538461538463,0.3071623137317738,0
110,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,0.9230769230769229,0.4819740426213748,0
111,0.52,0.7857142857142865,0.5500000000000007,0.405511811023622,0.6483516483516483,1.0,1.109749283673882,1
112,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.0,0.18604604256015733,1
113,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.07692307692307687,-0.1866520760857539,1
114,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.15384615384615374,0.008652459541740105,0
115,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.23076923076923084,-0.47562669335012037,1
116,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.3076923076923077,0.01970838006729691,0
117,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.3846153846153846,0.028040378144528123,0
118,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.46153846153846156,0.03973722159910271,0
119,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.5384615384615383,0.05511937189552957,0
120,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.6153846153846154,0.45795933833006375,1
121,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.6923076923076921,0.11792981893927255,0
122,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.7692307692307692,0.20429418362441917,0
123,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.8461538461538463,0.3521871494952732,0
124,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,0.9230769230769229,0.5709020990225926,0
125,0.5599999999999999,0.22857142857142954,0.5500000000000007,0.5196850393700787,0.37362637362637363,1.0,0.8501842653420927,0
126,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.0,-0.3902904073549827,1
127,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.07692307692307687,0.0036853068418522673,0
128,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.15384615384615374,0.007691075148213427,0
129,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.23076923076923084,0.01249799711584682,0
130,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.3076923076923077,0.020349302996314697,0
131,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.3846153846153846,0.031244992789617048,0
132,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.46153846153846156,0.045986220157026116,0
133,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.5384615384615383,0.06617529242108636,0
134,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.6153846153846154,0.09533728569139562,0
135,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.6923076923076921,0.14516904342252845,0
136,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.7692307692307692,0.23906425252363406,0
137,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.8461538461538463,0.3864765261977247,0
138,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.9230769230769229,0.6106393206216952,0
139,1.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,1.0,0.8881589488863963,0
140,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.0,0.0009613843935266785,0
141,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.07692307692307687,0.344214334995082,1
142,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.15384615384615374,0.00624899855792341,0
143,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.23076923076923084,-0.4541985291486612,1
144,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.3076923076923077,0.018106072744752445,0
145,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.3846153846153846,0.029161993270309248,0
146,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.46153846153846156,0.044223682102227206,0
147,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.5384615384615383,0.06585483095657747,0
148,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.6153846153846154,0.08652459541740105,0
149,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.6923076923076921,0.1259413555519949,0
150,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.7692307692307692,0.20349302996314697,0
151,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.8461538461538463,0.33664476846659186,0
152,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,0.9230769230769229,0.5539176414036212,0
153,0.0,0.5,0.5374999999999996,0.46456692913385833,0.4615384615384617,1.0,0.8293542701490146,0
154,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.0,0.001121615125781125,0
155,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.07692307692307687,0.00400576830636116,0
156,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.15384615384615374,0.007851305880467873,0
157,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.23076923076923084,0.013138920044864603,0
158,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.3076923076923077,0.020349302996314697,0
159,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.3846153846153846,0.030283608396090372,0
160,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.46153846153846156,0.042781605511937194,0
161,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.5384615384615383,0.0600865245954174,0
162,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.6153846153846154,0.08908828713347221,0
163,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.6923076923076921,0.1402018907226406,0
164,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.7692307692307692,0.22800833199807727,0
165,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.8461538461538463,0.3691716071142445,0
166,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.9230769230769229,0.5680179458420125,0
167,1.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,1.0,0.8328793462586125,0
168,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.0,0.001121615125781125,0
169,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.07692307692307687,0.0036853068418522673,0
170,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.15384615384615374,0.007050152219195642,0
171,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.23076923076923084,0.012177535651337926,0
172,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.3076923076923077,0.018907226406024675,0
173,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.3846153846153846,0.48716953158551896,1
174,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.46153846153846156,0.04133952892164717,0
175,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.5384615384615383,0.21867723736253247,1
176,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.6153846153846154,0.0842813651658388,0
177,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.6923076923076921,0.12385835603268708,0
178,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.7692307692307692,0.19852587726325913,0
179,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.8461538461538463,0.334882230411793,0
180,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,0.9230769230769229,0.5322864925492709,0
181,0.0,0.5,0.9500000000000002,0.4448818897637796,0.8571428571428568,1.0,0.7872135875660952,0
182,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.0,0.001121615125781125,0
183,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.07692307692307687,0.003845537574106714,0
184,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.15384615384615374,0.007210382951450089,0
185,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.23076923076923084,0.011857074186829034,0
186,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.3076923076923077,0.01762538054798911,0
187,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.3846153846153846,0.02499599423169364,0
188,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.46153846153846156,0.03460983816696042,0
189,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.5384615384615383,0.04758852747957058,0
190,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.6153846153846154,0.07066175292421087,0
191,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.6923076923076921,0.12546066335523154,0
192,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.7692307692307692,0.22592533247876945,0
193,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.8461538461538463,0.3866367569299792,0
194,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,0.9230769230769229,0.6079153981733697,0
195,0.54,0.0,0.9625000000000012,0.3464566929133859,0.8571428571428568,1.0,0.8838327191155264,0
196,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.0,0.0014420765902900176,0
197,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.07692307692307687,0.0035250761095978215,0
198,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.15384615384615374,0.007370613683704535,0
199,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.23076923076923084,0.01201730491908348,0
200,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.3076923076923077,0.01826630347700689,0
201,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.3846153846153846,0.02627784008972921,0
202,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.46153846153846156,0.03637237622175933,0
203,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.5384615384615383,0.04935106553436949,0
204,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.6153846153846154,0.07050152219195642,0
205,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.6923076923076921,0.1201730491908348,0
206,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.7692307692307692,0.22047748758211827,0
207,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.8461538461538463,0.3837526037493991,0
208,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,0.9230769230769229,0.5987822464348662,0
209,0.54,0.0,0.5250000000000004,0.34251968503937014,0.4725274725274726,1.0,0.90450248357635,0
210,0.54,0.0,0.0,0.0,0.4615384615384617,0.0,0.0006409229290177856,0
211,0.54,0.0,0.0,0.0,0.4615384615384617,0.07692307692307687,0.002563691716071143,0
212,0.54,0.0,0.0,0.0,0.4615384615384617,0.15384615384615374,0.005447844896651178,0
213,0.54,0.0,0.0,0.0,0.4615384615384617,0.23076923076923084,0.009934305399775677,0
214,0.54,0.0,0.0,0.0,0.4615384615384617,0.3076923076923077,0.01602307322544464,0
215,0.54,0.0,0.0,0.0,0.4615384615384617,0.3846153846153846,-0.3510929364158185,1
216,0.54,0.0,0.0,0.0,0.4615384615384617,0.46153846153846156,0.03268706937990706,0
217,0.54,0.0,0.0,0.0,0.4615384615384617,0.5384615384615383,-0.3985443292328493,1
218,0.54,0.0,0.0,0.0,0.4615384615384617,0.6153846153846154,0.061849062650216315,0
219,0.54,0.0,0.0,0.0,0.4615384615384617,0.6923076923076921,0.11504566575869253,0
220,0.54,0.0,0.0,0.0,0.4615384615384617,0.7692307692307692,0.22352187149495276,0
221,0.54,0.0,0.0,0.0,0.4615384615384617,0.8461538461538463,0.4033007530844416,0
222,0.54,0.0,0.0,0.0,0.4615384615384617,0.9230769230769229,0.662233616407627,0
223,0.54,0.0,0.0,0.0,0.4615384615384617,1.0,1.0000000000000002,0
224,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.0,0.0003204614645088928,0
225,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.07692307692307687,0.002723922448325589,0
226,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.15384615384615374,0.00624899855792341,0
227,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.23076923076923084,0.011536612722320141,0
228,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.3076923076923077,0.020669764460823588,0
229,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.3846153846153846,0.03444960743470598,0
230,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.46153846153846156,-0.36850125573550063,1
231,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.5384615384615383,0.08091651978849543,0
232,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.6153846153846154,0.11424451209742029,0
233,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.6923076923076921,0.16583880788335204,0
234,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.7692307692307692,0.24419163595577634,0
235,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.8461538461538463,0.370773914436789,0
236,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.9230769230769229,0.554558564332639,0
237,1.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,1.0,0.8250280403781446,0
238,0.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.0,0.0008011536612722319,0
239,0.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.07692307692307687,0.00224323025156225,0
240,0.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.15384615384615374,0.005287614164396732,0
241,0.0,1.0,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.23076923076923084,0.009934305399775677,0
