,LeverPosition,ShipSpeed,GTT,GTn,GGn,Ts,Tp,T48,T1,T2,P48,P1,P2,Pexh,TIC,mf,CompressorDecay,TurbineDecay,ground_truth
25,8.206,0.875,50997.566,3087.6009999999997,9319.306,438.134,438.134,950.0269999999999,288.0,741.441,3.574,0.998,18.589000000000002,1.041,62.245,1.232,0.0,0.0799999999999983,0
26,9.3,1.0,72764.565,3560.403,9780.103000000001,645.076,645.076,1113.985,288.0,788.806,4.495,0.998,22.756,1.0490000000000002,92.34200000000001,1.828,0.0,0.0799999999999983,0
27,1.138,0.0,1341.723,1391.6029999999998,6714.1140000000005,10.017999999999999,10.017999999999999,490.661,288.0,556.617,1.1420000000000001,0.998,6.185,1.0190000000000001,0.0,0.107,0.0,0.11999999999999744,0
28,2.088,-0.32931615424724203,6895.321,1366.8429999999998,6830.316999999999,26.480999999999998,26.480999999999998,633.651,288.0,580.761,1.3259999999999998,0.998,7.239,1.0190000000000001,15.319,0.289,-0.45431615424724203,-0.3343161542472446,1
29,3.1439999999999997,0.25,8379.548,1386.759,7119.575,60.351000000000006,60.351000000000006,603.509,288.0,587.136,1.389,0.998,7.5520000000000005,1.02,12.982999999999999,0.257,0.0,0.11999999999999744,0
30,4.1610000000000005,0.375,14724.731000000002,1547.467,7798.673000000001,113.79700000000001,113.79700000000001,658.7660000000001,288.0,613.361,1.6569999999999998,0.998,8.98,1.022,17.98,0.35600000000000004,0.0,0.11999999999999744,0
31,5.14,0.5,21636.973,1924.318,8497.521,175.3,175.3,728.5010000000001,288.0,645.0880000000001,2.0780000000000003,0.998,11.162,1.026,26.203000000000003,0.519,0.0,0.11999999999999744,0
32,6.175,0.625,29793.658,2307.365,8831.471,246.28799999999998,246.28799999999998,797.0369999999999,288.0,675.7180000000001,2.5,0.998,13.315,1.03,35.54,0.7040000000000001,0.0,0.11999999999999744,0
33,7.148,0.75,38981.087,2678.087,9133.933,332.19699999999995,332.19699999999995,851.618,288.0,699.429,2.9610000000000003,0.998,15.627,1.035,45.636,0.904,0.0,0.11999999999999744,0
34,8.206,0.875,50997.769,3087.617,9319.674,438.05199999999996,438.05199999999996,948.9839999999999,288.0,741.2769999999999,3.574,0.998,18.567999999999998,1.041,62.148,1.23,0.0,0.11999999999999744,0
35,9.3,1.0,72765.436,3560.405,9780.886999999999,645.04,645.04,1113.0839999999998,288.0,788.664,4.494,0.998,22.729,1.0490000000000002,92.235,1.8259999999999998,0.0,0.11999999999999744,0
36,1.138,-0.495010921746469,1836.145,1403.714,6725.143,10.747,10.747,505.147,288.0,559.3,1.163,0.998,6.292999999999999,1.0190000000000001,0.0,0.124,-0.495010921746469,-0.3350109217464653,1
37,2.088,0.125,6846.147,1364.27,6831.294,26.018,26.018,632.165,288.0,580.39,1.324,0.998,7.222,1.0190000000000001,16.581,0.28800000000000003,0.0,0.1600000000000037,0
38,3.1439999999999997,0.25,8379.616,1386.76,7122.161999999999,60.358000000000004,60.358000000000004,602.68,288.0,586.986,1.3880000000000001,0.998,7.544,1.02,12.949000000000002,0.256,0.0,0.1600000000000037,0
39,4.1610000000000005,0.375,14724.795,1547.4679999999998,7800.688,113.791,113.791,657.8689999999999,288.0,613.198,1.6569999999999998,0.998,8.971,1.022,17.937,0.355,0.0,0.1600000000000037,0
40,5.14,0.5,21637.374,1924.318,8498.442,175.283,175.283,727.51,288.0,644.904,2.077,0.998,11.151,1.026,26.147,0.518,0.0,0.1600000000000037,0
41,6.175,0.625,29793.951,2307.351,8832.506,246.25400000000002,246.25400000000002,795.9110000000001,288.0,675.493,2.5,0.998,13.300999999999998,1.03,35.467,0.7020000000000001,0.0,0.1600000000000037,0
42,7.148,0.75,38980.696,2678.086,9134.434000000001,332.154,332.154,850.58,288.0,699.255,2.9610000000000003,0.998,15.61,1.035,45.555,0.902,0.0,0.1600000000000037,0
43,8.206,0.875,50997.922,3087.627,9320.04,437.996,437.996,947.943,288.0,741.1139999999999,3.573,0.998,18.547,1.041,62.051,1.228,0.0,0.1600000000000037,0
44,9.3,1.0,72766.645,3560.405,9781.671999999999,644.879,644.879,1112.188,288.0,788.523,4.493,0.998,22.701,1.0490000000000002,92.12899999999999,1.824,0.0,0.1600000000000037,0
45,1.138,0.0,2208.183,1410.089,6732.2480000000005,11.142999999999999,11.142999999999999,515.967,288.0,561.21,1.178,0.998,6.372000000000001,1.0190000000000001,0.0,0.136,0.0,0.20000000000000284,0
46,2.088,0.125,6838.593000000001,1364.796,6834.172,26.113000000000003,26.113000000000003,630.9019999999999,288.0,580.222,1.324,0.998,7.2139999999999995,1.0190000000000001,16.215999999999998,0.287,0.0,0.20000000000000284,0
47,3.1439999999999997,0.25,8379.729,1386.76,7124.753000000001,60.361000000000004,60.361000000000004,601.855,288.0,586.836,1.3880000000000001,0.998,7.537000000000001,1.02,12.915,0.256,0.0,0.20000000000000284,0
48,4.1610000000000005,0.375,14724.872,1547.4679999999998,7802.704000000001,113.79799999999999,113.79799999999999,656.9739999999999,288.0,613.035,1.656,0.998,8.962,1.022,17.894000000000002,0.354,0.0,0.20000000000000284,0
49,5.14,0.5,21637.135,1924.3220000000001,8499.345,175.329,175.329,726.5169999999999,288.0,644.72,2.077,0.998,11.139000000000001,1.026,26.09,0.516,0.0,0.20000000000000284,0
50,6.175,0.625,29794.302000000003,2307.344,8833.546,246.236,246.236,794.789,288.0,675.268,2.5,0.998,13.287,1.03,35.393,0.701,0.0,0.20000000000000284,0
51,7.148,0.75,38980.287,2678.0879999999997,9134.934000000001,332.194,332.194,849.545,288.0,699.082,2.96,0.998,15.592,1.035,45.473,0.9,0.0,0.20000000000000284,0
52,8.206,0.875,50998.05,3087.634,9320.404,438.004,438.004,946.9060000000001,288.0,740.952,3.572,0.998,18.525,1.041,61.95399999999999,1.226,0.0,0.20000000000000284,0
53,9.3,1.0,72767.018,3560.4120000000003,9782.442,644.844,644.844,1111.29,288.0,788.382,4.492,0.998,22.674,1.0490000000000002,92.023,1.8219999999999998,0.0,0.20000000000000284,0
54,1.138,0.2009595403768831,2951.927,1417.1779999999999,6740.109,11.583,11.583,538.322,288.0,564.943,1.207,0.998,6.528,1.0190000000000001,0.0,0.162,0.2009595403768831,0.4409595403768851,1
55,2.088,0.125,6804.076,1363.7579999999998,6836.062,25.915,25.915,629.367,288.0,579.931,1.3230000000000002,0.998,7.2,1.0190000000000001,16.701,0.28600000000000003,0.0,0.240000000000002,0
56,3.1439999999999997,0.25,8379.829,1386.761,7127.343000000001,60.364,60.364,601.03,288.0,586.686,1.3880000000000001,0.998,7.53,1.02,12.880999999999998,0.255,0.0,0.240000000000002,0
57,4.1610000000000005,0.375,14724.969,1547.469,7804.726,113.802,113.802,656.081,288.0,612.872,1.656,0.998,8.953,1.022,17.852,0.353,0.0,0.240000000000002,0
58,5.14,0.5,21637.62,1924.3229999999999,8500.268,175.33599999999998,175.33599999999998,725.5310000000001,288.0,644.5369999999999,2.077,0.998,11.128,1.026,26.034000000000002,0.515,0.0,0.240000000000002,0
59,6.175,0.3451065185396375,29794.58,2307.33,8834.58,246.315,246.315,793.671,288.0,675.044,2.499,0.998,13.273,1.03,35.321,0.6990000000000001,-0.2798934814603625,-0.039893481460360536,1
60,7.148,0.75,38979.934,2678.0879999999997,9135.434000000001,332.05800000000005,332.05800000000005,848.513,288.0,698.909,2.96,0.998,15.575,1.035,45.391999999999996,0.899,0.0,0.240000000000002,0
61,8.206,0.875,50998.096,3087.637,9320.766,438.05400000000003,438.05400000000003,945.8710000000001,288.0,740.79,3.571,0.998,18.504,1.041,61.857,1.225,0.0,0.240000000000002,0
62,9.3,1.0,72767.717,3560.417,9783.213,644.8009999999999,644.8009999999999,1110.396,288.0,788.242,4.49,0.998,22.647,1.0490000000000002,91.917,1.82,0.0,0.240000000000002,0
63,1.138,0.0,3774.812,1418.886,6744.353,11.699000000000002,11.699000000000002,562.543,288.0,568.684,1.236,0.998,6.688,1.0190000000000001,0.0,0.191,0.0,0.28000000000000114,0
64,2.088,0.125,6606.714,1358.9279999999999,6835.649,25.031999999999996,25.031999999999996,624.597,288.0,578.975,1.3159999999999998,0.998,7.155,1.0190000000000001,18.868,0.282,0.0,0.28000000000000114,0
65,3.1439999999999997,0.25,8379.928,1386.761,7129.934,60.365,60.365,600.2080000000001,288.0,586.536,1.3880000000000001,0.998,7.522,1.02,12.847000000000001,0.254,0.0,0.28000000000000114,0
66,4.1610000000000005,0.375,14725.068,1547.47,7806.7480000000005,113.794,113.794,655.19,288.0,612.71,1.656,0.998,8.943,1.022,17.809,0.353,0.0,0.28000000000000114,0
67,5.14,0.5,21637.728,1924.325,8501.181,175.28799999999998,175.28799999999998,724.546,288.0,644.354,2.076,0.998,11.116,1.026,25.976999999999997,0.514,0.0,0.28000000000000114,0
68,6.175,0.625,29794.844,2307.317,8835.613000000001,246.24599999999998,246.24599999999998,792.556,288.0,674.821,2.499,0.998,13.259,1.03,35.248000000000005,0.698,0.0,0.28000000000000114,0
69,7.148,0.75,38979.558,2678.0879999999997,9135.933,332.152,332.152,847.4830000000001,288.0,698.7360000000001,2.9589999999999996,0.998,15.558,1.035,45.312,0.897,0.0,0.28000000000000114,0
70,8.206,0.875,50998.04,3087.637,9321.126,438.031,438.031,944.8380000000001,288.0,740.628,3.57,0.998,18.482,1.041,61.761,1.2229999999999999,0.0,0.28000000000000114,0
71,9.3,1.0,72768.20599999999,3560.423,9783.976,644.965,644.965,1109.503,288.0,788.1030000000001,4.489,0.998,22.619,1.0490000000000002,91.811,1.817,0.0,0.28000000000000114,0
72,1.138,0.0,4053.735,1417.8870000000002,6746.47,11.648,11.648,570.474,288.0,569.653,1.245,0.998,6.73,1.0190000000000001,0.0,0.2,0.0,0.3200000000000003,0
73,2.088,0.125,6563.076,1358.234,6837.776999999999,24.908,24.908,622.744,288.0,578.637,1.314,0.998,7.138999999999999,1.0190000000000001,19.074,0.28,0.0,0.3200000000000003,0
74,3.1439999999999997,0.25,8380.079,1386.7620000000002,7132.53,60.363,60.363,599.387,288.0,586.387,1.3880000000000001,0.998,7.515,1.02,12.812999999999999,0.254,0.0,0.3200000000000003,0
75,4.1610000000000005,0.375,14725.087,1547.47,7808.765,113.802,113.802,654.3009999999999,288.0,612.548,1.656,0.998,8.934,1.022,17.767,0.35200000000000004,0.0,0.3200000000000003,0
76,5.14,0.5,21637.989,1924.326,8502.099,175.321,175.321,723.564,288.0,644.172,2.076,0.998,11.105,1.026,25.921,0.513,0.0,0.3200000000000003,0
77,6.175,0.625,29795.241,2307.311,8836.655,246.255,246.255,791.444,288.0,674.5989999999999,2.499,0.998,13.245999999999999,1.03,35.176,0.696,0.0,0.3200000000000003,0
78,7.148,0.75,38979.213,2678.0890000000004,9136.433,332.045,332.045,846.457,288.0,698.564,2.958,0.998,15.540999999999999,1.035,45.231,0.8959999999999999,0.0,0.3200000000000003,0
79,8.206,0.875,50997.94,3087.634,9321.484,438.004,438.004,943.809,288.0,740.467,3.569,0.998,18.461,1.041,61.663999999999994,1.2209999999999999,0.0,0.3200000000000003,0
80,9.3,1.0,72768.423,3560.4309999999996,9784.732,645.029,645.029,1108.612,288.0,787.9639999999999,4.488,0.998,22.592,1.0490000000000002,91.705,1.815,0.0,0.3200000000000003,0
81,1.138,0.0,5449.868,1407.844,6743.278,11.046,11.046,610.4259999999999,288.0,575.121,1.288,0.998,6.975,1.0190000000000001,0.0,0.249,0.0,0.36000000000000654,0
82,2.088,0.125,6491.693,1356.7279999999998,6839.411,24.629,24.629,620.37,288.0,578.179,1.311,0.998,7.117999999999999,1.0190000000000001,19.526,0.278,0.0,0.36000000000000654,0
83,3.1439999999999997,0.25,8380.141,1386.763,7135.12,60.365,60.365,598.568,288.0,586.237,1.3880000000000001,0.998,7.507999999999999,1.02,12.78,0.253,0.0,0.36000000000000654,0
84,4.1610000000000005,0.375,14725.17,1547.471,7810.79,113.792,113.792,653.415,288.0,612.387,1.656,0.998,8.925,1.022,17.724,0.35100000000000003,0.0,0.36000000000000654,0
85,5.14,0.5,21638.127,1924.328,8503.014000000001,175.304,175.304,722.5830000000001,288.0,643.99,2.076,0.998,11.093,1.026,25.865,0.512,0.0,0.36000000000000654,0
86,6.175,0.625,29795.502,2307.3,8837.687,246.333,246.333,790.336,288.0,674.3760000000001,2.498,0.998,13.232000000000001,1.03,35.103,0.695,0.0,0.36000000000000654,0
87,7.148,0.75,38978.773,2678.0879999999997,9136.933,332.181,332.181,845.431,288.0,698.3919999999999,2.958,0.998,15.524000000000001,1.035,45.15,0.894,0.0,0.36000000000000654,0
88,8.206,0.875,50997.82,3087.633,9321.841999999999,438.06699999999995,438.06699999999995,942.7819999999999,288.0,740.306,3.568,0.998,18.44,1.041,61.568000000000005,1.219,0.0,0.36000000000000654,0
89,9.3,1.0,72770.382,3560.421,9785.504,644.8919999999999,644.8919999999999,1107.732,288.0,787.827,4.487,0.998,22.565,1.0490000000000002,91.601,1.8130000000000002,0.0,0.36000000000000654,0
90,1.138,0.0,6303.74,1396.991,6739.385,10.4,10.4,634.168,288.0,578.057,1.3119999999999998,0.998,7.11,1.0190000000000001,0.0,0.278,0.0,0.3999999999999986,0
91,2.088,0.125,6420.429,1355.785,6841.396,24.465,24.465,617.9540000000001,288.0,577.8,1.3090000000000002,0.998,7.101,1.0190000000000001,20.262999999999998,0.276,0.0,0.3999999999999986,0
92,3.1439999999999997,0.25,8380.258,1386.763,7137.715,60.371,60.371,597.75,288.0,586.0880000000001,1.3880000000000001,0.998,7.501,1.02,12.745999999999999,0.252,0.0,0.3999999999999986,0
93,4.1610000000000005,0.375,14725.326,1547.471,7812.823,113.806,113.806,652.531,288.0,612.226,1.655,0.998,8.916,1.022,17.682000000000002,0.35,0.0,0.3999999999999986,0
94,5.14,0.5,21638.294,1924.33,8503.93,175.328,175.328,721.6060000000001,288.0,643.808,2.076,0.998,11.082,1.026,25.809,0.511,0.0,0.3999999999999986,0
95,6.175,0.625,29795.876,2307.294,8838.726999999999,246.25599999999997,246.25599999999997,789.2310000000001,288.0,674.155,2.498,0.998,13.218,1.03,35.031,0.6940000000000001,0.0,0.3999999999999986,0
96,7.148,0.75,38978.199,2678.0820000000003,9137.443000000001,332.04400000000004,332.04400000000004,844.398,288.0,698.2230000000001,2.957,0.998,15.507,1.035,45.07,0.892,0.0,0.3999999999999986,0
97,8.206,0.875,50997.70200000001,3087.631,9322.199,437.99,437.99,941.7589999999999,288.0,740.1460000000001,3.5669999999999997,0.998,18.419,1.041,61.472,1.217,0.0,0.3999999999999986,0
98,9.3,1.0,72771.461,3560.421,9786.261999999999,644.815,644.815,1106.85,288.0,787.691,4.485,0.998,22.538,1.0490000000000002,91.49600000000001,1.811,0.0,0.3999999999999986,0
99,1.138,0.0,7325.655,1374.993,6728.644,9.099,9.099,666.257,288.0,580.93,1.334,0.998,7.245,1.0190000000000001,4.989,0.322,0.0,0.4399999999999977,0
100,2.088,0.125,6310.331,1354.3470000000002,6843.08,24.201,24.201,614.503,288.0,577.215,1.305,0.998,7.074,1.0190000000000001,20.679000000000002,0.272,0.0,0.4399999999999977,0
101,3.1439999999999997,0.25,8380.39,1386.764,7140.311,60.369,60.369,596.935,288.0,585.939,1.3880000000000001,0.998,7.492999999999999,1.02,12.712,0.252,0.0,0.4399999999999977,0
102,4.1610000000000005,0.375,14725.397,1547.4720000000002,7814.85,113.78399999999999,113.78399999999999,651.649,288.0,612.065,1.655,0.998,8.907,1.022,17.64,0.349,0.0,0.4399999999999977,0
103,5.14,0.5,21638.498,1924.3310000000001,8504.847,175.3,175.3,720.6310000000001,288.0,643.627,2.075,0.998,11.071,1.026,25.754,0.51,0.0,0.4399999999999977,0
104,6.175,0.625,29796.172,2307.284,8839.761,246.33700000000002,246.33700000000002,788.13,288.0,673.935,2.497,0.998,13.205,1.03,34.959,0.6920000000000001,0.0,0.4399999999999977,0
105,7.148,0.75,38977.811,2678.079,9137.95,332.13800000000003,332.13800000000003,843.367,288.0,698.053,2.957,0.998,15.49,1.035,44.989,0.8909999999999999,0.0,0.4399999999999977,0
106,8.206,0.875,50997.59099999999,3087.6290000000004,9322.556,437.99,437.99,940.7389999999999,288.0,739.987,3.5660000000000003,0.998,18.398,1.041,61.376000000000005,1.215,0.0,0.4399999999999977,0
107,9.3,0.7047082089798998,72771.813,3560.429,9787.008,644.825,644.825,1105.9669999999999,288.0,787.555,4.484,0.998,22.511,1.0490000000000002,91.391,1.8090000000000002,-0.29529179102010017,0.14470820897989756,1
108,1.138,0.0,7456.772,1363.431,6723.993,8.435,8.435,672.064,288.0,580.955,1.334,0.998,7.246,1.0190000000000001,11.382,0.33299999999999996,0.0,0.4799999999999969,0
109,2.088,0.125,6089.628000000001,1351.779,6844.03,23.732,23.732,608.51,288.0,576.211,1.298,0.998,7.027,1.0190000000000001,21.587,0.266,0.0,0.4799999999999969,0
110,3.1439999999999997,0.25,8380.489,1386.764,7142.906,60.376000000000005,60.376000000000005,596.121,288.0,585.79,1.3869999999999998,0.998,7.486000000000001,1.02,12.677999999999999,0.251,0.0,0.4799999999999969,0
111,4.1610000000000005,0.375,14725.441,1547.473,7816.8769999999995,113.809,113.809,650.769,288.0,611.904,1.655,0.998,8.898,1.022,17.598,0.348,0.0,0.4799999999999969,0
112,5.14,0.5,21638.563,1924.3339999999998,8505.76,175.334,175.334,719.658,288.0,643.446,2.075,0.998,11.059000000000001,1.026,25.698,0.509,0.0,0.4799999999999969,0
113,6.175,0.625,29796.443,2307.276,8840.795,246.268,246.268,787.0319999999999,288.0,673.7139999999999,2.497,0.998,13.190999999999999,1.03,34.887,0.691,0.0,0.4799999999999969,0
114,7.148,0.75,38977.355,2678.079,9138.456,332.161,332.161,842.3380000000001,288.0,697.883,2.9560000000000004,0.998,15.472999999999999,1.035,44.908,0.889,0.0,0.4799999999999969,0
115,8.206,0.875,50997.502,3087.6259999999997,9322.912,438.025,438.025,939.722,288.0,739.828,3.5660000000000003,0.998,18.375999999999998,1.041,61.281000000000006,1.213,0.0,0.4799999999999969,0
116,9.3,1.0,72772.94,3560.423,9787.758,645.069,645.069,1105.089,288.0,787.42,4.4830000000000005,0.998,22.484,1.0490000000000002,91.287,1.807,0.0,0.4799999999999969,0
117,1.138,0.0,6810.5509999999995,1333.835,6707.429,6.756,6.756,661.7080000000001,288.0,578.015,1.308,0.998,7.107,1.0190000000000001,25.58,0.32799999999999996,0.0,0.5200000000000031,0
118,2.088,0.5854837694395533,6169.829000000001,1352.942,6847.342,23.94,23.94,609.547,288.0,576.425,1.301,0.998,7.037000000000001,1.0190000000000001,21.311999999999998,0.267,0.46048376943955327,0.9804837694395564,1
119,3.1439999999999997,0.25,8380.543,1386.765,7145.4980000000005,60.364,60.364,595.308,288.0,585.641,1.3869999999999998,0.998,7.479,1.02,12.645,0.25,0.0,0.5200000000000031,0
120,4.1610000000000005,0.375,14725.555,1547.473,7818.911,113.809,113.809,649.8919999999999,288.0,611.744,1.655,0.998,8.889,1.022,17.555999999999997,0.348,0.0,0.5200000000000031,0
121,5.14,0.5,21638.709,1924.336,8506.676,175.299,175.299,718.687,288.0,643.265,2.075,0.998,11.048,1.026,25.642,0.508,0.0,0.5200000000000031,0
122,6.175,0.625,29796.753,2307.27,8841.83,246.297,246.297,785.938,288.0,673.495,2.497,0.998,13.177,1.03,34.816,0.6890000000000001,0.0,0.5200000000000031,0
123,7.148,0.75,38977.06200000001,2678.077,9138.963,332.158,332.158,841.313,288.0,697.7139999999999,2.955,0.998,15.456,1.035,44.828,0.888,0.0,0.5200000000000031,0
124,8.206,0.875,50997.385,3087.6240000000003,9323.267,438.12699999999995,438.12699999999995,938.707,288.0,739.67,3.565,0.998,18.355,1.041,61.18600000000001,1.2109999999999999,0.0,0.5200000000000031,0
125,9.3,1.0,72773.589,3560.429,9788.5,645.021,645.021,1104.213,288.0,787.2860000000001,4.482,0.998,22.456999999999997,1.0490000000000002,91.18299999999999,1.805,0.0,0.5200000000000031,0
126,1.138,0.0,4893.2429999999995,1312.751,6695.191,5.598,5.598,615.36,288.0,570.5840000000001,1.249,0.998,6.769,1.0190000000000001,33.173,0.278,0.0,0.5600000000000023,0
127,2.088,0.125,5864.141,1349.84,6847.9619999999995,23.383000000000003,23.383000000000003,601.383,288.0,575.053,1.291,0.998,6.975,1.0190000000000001,22.212,0.258,0.0,0.5600000000000023,0
128,3.1439999999999997,0.25,8380.698,1386.766,7148.098000000001,60.36600000000001,60.36600000000001,594.498,288.0,585.492,1.3869999999999998,0.998,7.472,1.02,12.610999999999999,0.25,0.0,0.5600000000000023,0
129,4.1610000000000005,0.5437492722312276,14725.621,1547.474,7820.943,113.81299999999999,113.81299999999999,649.0169999999999,288.0,611.5840000000001,1.655,0.998,8.881,1.022,17.514,0.34700000000000003,0.1687492722312276,0.7287492722312299,1
130,5.14,0.5,21638.765,1924.338,8507.59,175.35,175.35,717.7189999999999,288.0,643.085,2.074,0.998,11.037,1.026,25.587,0.506,0.0,0.5600000000000023,0
131,6.175,0.625,29797.061,2307.262,8842.865,246.305,246.305,784.846,288.0,673.2760000000001,2.496,0.998,13.164000000000001,1.03,34.745,0.688,0.0,0.5600000000000023,0
132,7.148,0.75,38976.661,2678.075,9139.469000000001,332.07199999999995,332.07199999999995,840.29,288.0,697.546,2.955,0.998,15.439,1.035,44.747,0.8859999999999999,0.0,0.5600000000000023,0
133,8.206,0.875,50997.254,3087.623,9323.622,438.13300000000004,438.13300000000004,937.696,288.0,739.513,3.5639999999999996,0.998,18.334,1.041,61.091,1.209,0.0,0.5600000000000023,0
134,9.3,1.0,72773.853,3560.434,9789.231,645.058,645.058,1103.336,288.0,787.1519999999999,4.48,0.998,22.43,1.0490000000000002,91.079,1.8030000000000002,0.0,0.5600000000000023,0
135,1.138,0.0,3716.2309999999998,1308.145,6693.633000000001,5.337000000000001,5.337000000000001,582.8330000000001,288.0,565.5269999999999,1.212,0.998,6.55,1.0190000000000001,33.388000000000005,0.24100000000000002,0.0,0.6000000000000014,0
136,2.088,0.125,5609.241999999999,1347.854,6849.289000000001,23.017,23.017,594.393,288.0,573.9590000000001,1.2830000000000001,0.998,6.925,1.0190000000000001,22.980999999999998,0.25,0.0,0.6000000000000014,0
137,3.1439999999999997,0.25,8380.817,1386.766,7150.696,60.381,60.381,593.689,288.0,585.3430000000001,1.3869999999999998,0.998,7.4639999999999995,1.02,12.577,0.249,0.0,0.6000000000000014,0
138,4.1610000000000005,0.375,14725.672,1547.475,7822.975,113.81299999999999,113.81299999999999,648.143,288.0,611.424,1.6540000000000001,0.998,8.872,1.022,17.472,0.34600000000000003,0.0,0.6000000000000014,0
139,5.14,0.5,21639.049,1924.339,8508.51,175.304,175.304,716.7539999999999,288.0,642.905,2.074,0.998,11.026,1.026,25.531999999999996,0.505,0.0,0.6000000000000014,0
