,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,ground_truth
45,1,0.39,0.295,0.095,0.07118824154418275,0.058170813718897096,0.058591178406846606,0.07324364723467863,0.2142857142857143,0
46,2,0.47,0.37,0.12,-0.1533332072742875,-0.16149806059428928,-0.05964407301795843,-0.21984964712281127,-0.07215230211604928,1
47,0,0.46,0.375,0.12,0.16238710819904376,0.1186953597848016,0.14417379855167872,0.14798206278026907,0.2142857142857143,0
48,1,0.325,0.245,0.07,0.05631308659465203,0.050100874243443165,0.03291639236339697,0.043348281016442454,0.17857142857142855,0
49,0,0.525,0.425,0.16,0.29520099167699665,0.2377269670477471,0.28044766293614215,0.2426507224713503,0.2857142857142857,0
50,1,0.52,0.41,0.12,0.21002302107313617,0.15971755211835909,0.1454904542462146,0.18784255107125067,0.25,0
51,2,0.4,0.32,0.095,0.10660527713830352,0.08910558170813719,0.07834101382488479,0.09815645241654213,0.2142857142857143,0
52,2,0.485,0.36,0.13,0.19107490703028154,0.1738399462004035,0.12574061882817641,0.15794718485301448,0.3214285714285714,0
53,0,0.47,0.36,0.12,0.16840800425004426,0.14088769334229992,0.13824884792626727,0.14798206278026907,0.3214285714285714,0
54,2,0.405,0.31,0.1,0.2605535305589167,0.2405754167149405,0.2447219524361991,0.23302785872272164,0.33919199851914844,1
55,0,0.5,0.4,0.14,0.23357534974322647,0.17182246133154,0.23041474654377878,0.21773791728948683,0.25,0
56,2,0.445,0.35,0.12,0.156012041792102,0.1284465366509751,0.12508229098090848,0.133034379671151,0.25,0
57,2,0.47,0.385,0.135,0.20807508411545955,0.18527236045729656,0.1573403554970375,0.1679123069257599,0.25,0
58,1,0.245,0.19,0.06,0.029750309899061446,0.027572293207800937,0.017774851876234364,0.023418036870951675,0.10714285714285714,0
59,0,0.505,0.4,0.125,0.4704310127169592,0.4294193002056353,0.4351649483575138,0.43755290387725004,0.4789437502008318,1
60,2,0.45,0.345,0.105,0.14503276075792454,0.12037659717552117,0.14746543778801843,0.133034379671151,0.2142857142857143,0
61,2,0.505,0.405,0.11,0.2206481317513724,0.20443846671149962,0.21000658327847266,0.17289486796213255,0.2857142857142857,0
62,0,0.53,0.41,0.13,0.24597131220116877,0.20242098184263616,0.2541145490454246,0.19780767314399605,0.3214285714285714,0
63,2,0.425,0.325,0.095,0.1333451390118647,0.11398789509078681,0.10467412771560236,0.09815645241654213,0.2142857142857143,0
64,2,0.52,0.4,0.12,0.20471046573401805,0.15669132481506387,0.17248189598420013,0.18285999003487796,0.25,0
65,2,0.475,0.355,0.12,0.6330484855110541,0.6204463801862207,0.5967372805192805,0.5967894350423077,0.7137550553711568,1
66,0,0.565,0.44,0.16,0.3233575349743227,0.2373907195696032,0.2541145490454246,0.31738913801694074,0.39285714285714285,0
67,0,0.595,0.495,0.185,0.45440056667256945,0.2790854068594485,0.29427254772876893,0.4818136522172397,0.42857142857142855,0
68,0,0.475,0.39,0.12,0.18717903311492826,0.1429051782111634,0.15141540487162605,0.1679123069257599,0.3214285714285714,0
69,1,0.31,0.235,0.07,0.05277138303523995,0.041694687289845316,0.052666227781435156,0.043348281016442454,0.17857142857142855,0
70,2,0.555,0.425,0.13,0.2707632371170533,0.1768661735036987,0.2205398288347597,0.27254608868958646,0.42857142857142855,0
71,0,0.4,0.32,0.11,0.1243137949353639,0.09381304640215199,0.12903225806451613,0.09815645241654213,0.25,0
72,0,0.595,0.475,0.17,0.44094209314680366,0.32212508406186946,0.2955892034233048,0.42202291978076734,0.6785714285714285,0
73,2,0.57,0.48,0.175,0.41898353107844877,0.31809011432414247,0.3429888084265964,0.3771798704534131,0.35714285714285715,0
74,0,0.605,0.45,0.195,0.3881707101115637,0.32279757901815725,0.3805134957208689,0.31240657698056806,0.42857142857142855,0
75,0,0.6,0.475,0.15,0.35611829289888436,0.2969065232010759,0.29032258064516125,0.2775286497259592,0.5,0
76,2,0.595,0.475,0.14,0.33362847529661765,0.24310692669804973,0.24818959842001315,0.31240657698056806,0.2857142857142857,0
77,0,0.6,0.47,0.15,0.8127903579326361,0.7303968046429186,0.7417265073594175,0.7893950853745475,0.8083822018952963,1
78,0,0.555,0.425,0.14,0.2783778997697892,0.18897108271687957,0.20934825543120472,0.2825112107623318,0.35714285714285715,0
79,0,0.615,0.475,0.17,0.3897644767132991,0.31506388702084726,0.30941408821593147,0.3423019431988042,0.4642857142857143,0
80,0,0.575,0.445,0.14,-0.08222527576173233,-0.15688942425414443,-0.08365233281475287,-0.13228002922819454,-0.12907695427624066,1
81,2,0.62,0.51,0.175,0.5712767841331681,0.34263618022864817,0.25213956550362077,0.6711509715994023,0.39285714285714285,0
82,0,0.52,0.425,0.165,0.3493890561360014,0.26563550773369193,0.2955892034233048,0.31738913801694074,0.5357142857142857,0
83,2,0.595,0.475,0.16,0.4659111032406587,0.27370544720914586,0.3074391046741277,0.576482311908321,0.7142857142857143,0
84,2,0.58,0.45,0.14,0.35806622985656095,0.2548755884330867,0.28373930217248194,0.3572496263079223,0.4642857142857143,0
85,0,0.57,0.465,0.18,0.45794227023198153,0.2273032952252858,0.29229756418696506,0.43697060288988543,0.39285714285714285,0
86,2,0.625,0.465,0.14,0.42252523463786085,0.32380632145258903,0.2692560895325872,0.3971101145989039,0.42857142857142855,0
87,2,0.56,0.44,0.16,0.3054719319992917,0.22158708809683925,0.2725477287689269,0.25759840558046837,0.3214285714285714,0
88,0,0.46,0.355,0.13,0.18239773330972198,0.1476126429051782,0.14944042132982224,0.1629297458893872,0.2857142857142857,0
89,0,0.575,0.45,0.16,0.3454931822206481,0.21015467383994618,0.30348913759052004,0.32735426008968616,0.39285714285714285,0
90,2,0.565,0.425,0.135,0.28670090313440766,0.22864828513786145,0.21988150098749176,0.2526158445440957,0.5,0
91,2,0.555,0.44,0.15,0.2666902780237294,0.2057834566240753,0.20013166556945355,0.25759840558046837,0.39285714285714285,0
92,2,0.595,0.465,0.175,0.39419160616256416,0.269334229993275,0.33377221856484524,0.38714499252615847,0.42857142857142855,0
93,0,0.625,0.495,0.165,0.4462546484859217,0.3402824478816408,0.4180381830151415,0.38714499252615847,0.3214285714285714,0
94,2,0.695,0.56,0.19,0.5284221710642819,0.39475453934095484,0.45029624753127057,0.4818136522172397,0.5,0
95,2,0.665,0.535,0.195,0.35836472021639026,0.1766238216740501,0.30047955091934614,0.26710656046756004,0.25456118357240737,1
96,2,0.535,0.435,0.15,0.25606516734549317,0.18022864828513785,0.18169848584595127,0.247633283507723,0.2857142857142857,0
97,2,0.47,0.375,0.13,0.18452275544536922,0.1432414256893073,0.17314022383146807,0.1429995017438964,0.25,0
98,2,0.47,0.37,0.13,0.1843456702673986,0.13449899125756556,0.17445687952600394,0.1629297458893872,0.2142857142857143,0
99,0,0.475,0.375,0.125,0.20417921020010626,0.18594485541358438,0.11125740618828177,0.15296462381664178,0.3214285714285714,0
100,1,0.36,0.265,0.095,0.08128209668850718,0.06993947545393409,0.059907834101382486,0.07324364723467863,0.2142857142857143,0
101,2,0.55,0.435,0.145,0.29785726934655565,0.21990585070611968,0.25148123765635283,0.2526158445440957,0.5,0
102,2,0.53,0.435,0.16,0.312024083584204,0.21183591123066575,0.21527320605661615,0.33233682112605883,0.5,0
103,2,0.53,0.415,0.14,0.255710996989552,0.2081371889710827,0.21988150098749176,0.20279023418036873,0.3214285714285714,0
104,2,0.605,0.47,0.16,0.4149105719851248,0.33389374579690645,0.3159973666886109,0.3423019431988042,0.39285714285714285,0
105,0,0.52,0.41,0.155,0.2567735080573756,0.19502353732347008,0.24094799210006582,0.23268560039860492,0.39285714285714285,0
106,0,0.545,0.43,0.165,0.2833362847529662,0.1967047747141896,0.24028966425279785,0.2775286497259592,0.35714285714285715,0
107,0,0.5,0.4,0.125,0.23570037187887372,0.17484868863483521,0.17248189598420013,0.21773791728948683,0.3214285714285714,0
108,0,0.51,0.39,0.135,0.22365857977687265,0.1546738399462004,0.23502304147465433,0.19780767314399605,0.2857142857142857,0
109,0,0.435,0.395,0.105,0.12803258367274659,0.09078681909885676,0.1283739302172482,0.1280518186347783,0.2857142857142857,0
110,2,0.495,0.395,0.125,0.19107490703028154,0.15904505716207126,0.17643186306780775,0.15296462381664178,0.2857142857142857,0
111,2,0.465,0.36,0.105,0.1519390826987781,0.11499663752521853,0.14022383146807108,0.17289486796213255,0.2857142857142857,0
112,1,0.435,0.32,0.08,0.11705330263856915,0.0991930060524546,0.08294930875576036,0.10313901345291482,0.2857142857142857,0
113,2,0.425,0.35,0.105,0.13848060917301222,0.08675184936112978,0.08229098090849242,0.1629297458893872,0.2857142857142857,0
114,0,0.545,0.41,0.125,0.24490880113334515,0.1993947545393409,0.19157340355497035,0.20777279521674144,0.35714285714285715,0
115,0,0.53,0.415,0.115,0.20878342482734197,0.15601882985877605,0.20803159973666885,0.17787742899850525,0.35714285714285715,0
116,0,0.49,0.375,0.135,0.21622100230210733,0.17114996637525218,0.13364055299539168,0.21773791728948683,0.35714285714285715,0
117,2,0.44,0.34,0.105,0.1416681423764831,0.0870880968392737,0.12508229098090848,0.1629297458893872,0.3214285714285714,0
118,0,0.56,0.43,0.15,0.31184699840623337,0.23234700739744446,0.2258064516129032,0.30742401594419533,0.2857142857142857,0
119,2,0.405,0.305,0.085,0.0915530370108022,0.07632817753866845,0.07768268597761685,0.08320876930742405,0.25,0
120,0,0.47,0.365,0.105,0.1482202939613954,0.1089441829186281,0.1356155365371955,0.1380169407075237,0.2857142857142857,0
121,1,0.385,0.295,0.085,0.5369539698640999,0.5164746108862446,0.5229294999334313,0.5310888946523102,0.6621658396306005,1
122,0,0.515,0.425,0.14,0.27058615193908264,0.2037659717552118,0.22646477946017113,0.2526158445440957,0.4642857142857143,0
123,2,0.37,0.265,0.075,0.07508411545953603,0.059852051109616666,0.06649111257406187,0.06826108619830595,0.17857142857142855,0
124,1,0.36,0.28,0.08,0.061448556755799535,0.053799596503026216,0.06583278472679395,0.06826108619830595,0.17857142857142855,0
125,1,0.27,0.195,0.06,0.025146095271825746,0.018493611297915262,0.03028308097432521,0.028400597907324368,0.14285714285714285,0
126,1,0.375,0.275,0.09,0.08358420400212502,0.07162071284465366,0.07109940750493746,0.06826108619830595,0.17857142857142855,0
127,1,0.385,0.29,0.085,0.08801133345139012,0.07464694014794888,0.07965766951942066,0.07822620827105134,0.25,0
128,2,0.7,0.535,0.16,0.6104126084646715,0.42299932750504365,0.34628044766293614,0.5366218236173395,0.6428571428571428,0
129,2,0.71,0.54,0.165,0.6931113865769435,0.514794889038332,0.3429888084265964,0.7757847533632288,0.6071428571428571,0
130,2,0.595,0.48,0.165,0.4462546484859217,0.3244788164088768,0.3719552337063858,0.40707523667164924,0.5714285714285714,0
131,0,0.44,0.35,0.125,0.1421993979103949,0.11701412239408203,0.08229098090849242,0.12705530642750376,0.2857142857142857,0
132,0,0.325,0.26,0.09,0.06711528245085886,0.05648957632817753,0.046741277156023706,0.060288988540109625,0.2142857142857143,0
133,1,0.35,0.26,0.095,0.0740216043917124,0.05716207128446535,0.07307439104674128,0.06626806178375687,0.2142857142857143,0
134,1,0.265,0.2,0.065,0.03382326899238534,0.026227303295225282,0.026333113890717574,0.02640757349277529,0.2142857142857143,0
135,0,0.425,0.33,0.115,0.14308482380024792,0.10928043039677202,0.10599078341013825,0.13353263577478827,0.25,0
136,0,0.305,0.23,0.08,0.05454223481494599,0.044720914593140544,0.04476629361421988,0.046337817638266075,0.2142857142857143,0
137,2,0.345,0.255,0.09,0.07030281565432973,0.06254203093476798,0.03818301514154048,0.06128550074738417,0.2857142857142857,0
138,0,0.405,0.325,0.11,0.12519922082521692,0.10087424344317417,0.08229098090849242,0.1150971599402093,0.2857142857142857,0
139,2,0.375,0.285,0.095,0.08889675934124314,0.06388702084734364,0.07504937458854509,0.09068261086198308,0.2857142857142857,0
140,0,0.565,0.445,0.155,0.2918363732955551,0.22864828513786145,0.2699144173798551,0.24514200298953667,0.3214285714285714,0
141,0,0.55,0.45,0.145,0.2617318930405525,0.19771351714862134,0.18828176431863064,0.2640757349277529,0.3214285714285714,0
142,2,0.65,0.52,0.19,0.4754737028510714,0.3483523873570948,0.4022383146807109,0.44344793223716994,0.5357142857142857,0
143,2,0.56,0.455,0.155,0.28156543297326014,0.22797579018157363,0.24950625411454902,0.24015944195316397,0.35714285714285715,0
144,2,0.475,0.375,0.13,0.18257481848769255,0.13887020847343642,0.15273206056616195,0.1679123069257599,0.3214285714285714,0
145,0,0.49,0.38,0.125,0.1937311846998406,0.16408876933422997,0.140882159315339,0.171898355754858,0.3214285714285714,0
146,2,0.46,0.35,0.12,0.18168939259783956,0.1499663752521856,0.14154048716260698,0.15445939212755358,0.3214285714285714,0
147,1,0.28,0.205,0.08,0.044271294492650964,0.034297242770679214,0.05069124423963133,0.04035874439461884,0.2857142857142857,0
148,1,0.175,0.13,0.055,0.010448025500265627,0.006388702084734364,0.007899934167215272,0.010961634280019932,0.14285714285714285,0
149,1,0.17,0.13,0.095,0.009916769966353815,0.008069939475453933,0.00987491770901909,0.008470353761833584,0.10714285714285714,0
150,2,0.59,0.475,0.145,0.37223304409420926,0.2962340282447881,0.3443054641211323,0.3223716990533134,0.5,0
151,0,0.605,0.5,0.185,0.39543120240835844,0.31472763954270333,0.3396971691902567,0.33233682112605883,0.2857142857142857,0
152,0,0.635,0.515,0.19,0.48503630246148394,0.3399462004034969,0.40092165898617504,0.44693572496263084,0.3214285714285714,0
153,0,0.605,0.485,0.16,0.37347264034000355,0.24815063887020844,0.30941408821593147,0.3522670652715496,0.3214285714285714,0
154,0,0.565,0.45,0.135,0.3493890561360014,0.2595830531271015,0.19618169848584593,0.30742401594419533,0.39285714285714285,0
155,2,0.515,0.405,0.13,0.25500265627766955,0.21452589105581707,0.17182356813693217,0.20777279521674144,0.3214285714285714,0
156,0,0.575,0.46,0.19,0.35133699309367805,0.26294552790854064,0.31863067807768264,0.33731938216243157,0.42857142857142855,0
157,2,0.645,0.485,0.215,0.5355055781831061,0.3665097511768661,0.34364713627386434,0.6312904833084206,0.5357142857142857,0
158,0,0.58,0.455,0.17,0.32070125730476357,0.25084061869535973,0.28044766293614215,0.2825112107623318,0.42857142857142855,0
159,0,0.575,0.46,0.165,0.3973791393660351,0.20006724949562876,0.2343647136273864,0.43697060288988543,0.42857142857142855,0
160,2,0.605,0.465,0.165,0.7374668100388476,0.6469553839958462,0.6893852114271768,0.7014906370392462,0.7927426834482432,1
161,0,0.605,0.485,0.16,0.4320878342482734,0.35574983187626086,0.33838051349572085,0.2775286497259592,0.42857142857142855,0
162,2,0.61,0.485,0.175,0.4400566672569506,0.3651647612642905,0.390388413429888,0.3423019431988042,0.39285714285714285,0
163,0,0.725,0.56,0.21,0.7575703913582433,0.4364492266308002,0.5233706385780118,1.0,0.6071428571428571,0
164,0,0.65,0.545,0.23,0.6197981228971134,0.3762609280430396,0.3805134957208689,0.8106626806178376,0.5357142857142857,0
165,2,0.725,0.57,0.19,0.9024260669381972,0.7192333557498317,0.6352863726135615,0.7209765819631292,0.4642857142857143,0
166,0,0.725,0.575,0.175,0.7515494953072428,0.5137861466039004,0.5938117182356814,0.8455406078724466,0.6785714285714285,0
167,0,0.68,0.57,0.205,0.6516734549318223,0.4196368527236045,0.5365371955233705,0.6462381664175387,0.6785714285714285,0
168,2,0.705,0.56,0.22,0.7009031344076501,0.5490921318090113,0.40552995391705066,0.7558545092177381,0.4642857142857143,0
169,0,0.68,0.515,0.175,0.5725163803789622,0.3439811701412238,0.5378538512179064,0.6163428001993025,0.39285714285714285,0
170,2,0.695,0.55,0.215,0.6922259606870904,0.4784801613987894,0.7116524028966424,0.5864474339810664,0.4642857142857143,0
171,0,0.53,0.395,0.145,0.27377368514255357,0.20645595158036312,0.22185648452929554,0.2526158445440957,0.2142857142857143,0
172,2,0.525,0.435,0.155,0.37648308836550376,0.32616005379959645,0.30612244897959184,0.2825112107623318,0.25,0
173,0,0.52,0.405,0.115,0.5133122780163549,0.4537103135736773,0.48144907031246187,0.45692233980734703,0.4891844225178602,1
174,1,0.235,0.16,0.04,0.016291836373295555,0.011768661735036984,0.02304147465437788,0.013452914798206279,0.14285714285714285,0
175,1,0.36,0.26,0.09,0.06251106782362316,0.04270342972427706,0.048057932850559586,0.07324364723467863,0.2142857142857143,0
176,1,0.315,0.21,0.06,0.04356295378076855,0.039677202420981834,0.048716260697827515,0.03338315894369707,0.14285714285714285,0
177,1,0.315,0.245,0.085,0.05011510536568089,0.03496973772696704,0.0618828176431863,0.048330842052815154,0.25,0
178,1,0.225,0.16,0.045,0.015760580839383743,0.016139878950907866,0.01909150757077024,0.013452914798206279,0.10714285714285714,0
179,2,0.58,0.475,0.15,0.34283690455108906,0.25823806321452586,0.2843976300197498,0.34728450423517687,0.35714285714285715,0
180,2,0.57,0.48,0.18,0.3320347086948822,0.26765299260255543,0.2626728110599078,0.29247633283507724,0.4642857142857143,0
181,2,0.64,0.51,0.175,0.48379670621568976,0.34566240753194344,0.3495720868992758,0.5665171898355755,0.7142857142857143,0
182,0,0.56,0.45,0.16,0.3617850185939437,0.28782784129119027,0.35220539828834757,0.2974588938714499,0.3214285714285714,0
183,0,0.62,0.475,0.175,0.35930582610235523,0.2921990585070611,0.2811059907834101,0.3223716990533134,0.3214285714285714,0
184,0,0.645,0.51,0.2,0.5544536922259606,0.41694687289845317,0.4825543120473997,0.45690084703537626,0.39285714285714285,0
185,2,0.62,0.49,0.19,0.4306711528245086,0.36617350369872215,0.38973008558262007,0.3522670652715496,0.42857142857142855,0
186,0,0.63,0.48,0.15,0.3720559589162387,0.26294552790854064,0.44173798551678733,0.2825112107623318,0.39285714285714285,0
187,0,0.63,0.5,0.185,0.4891092615548079,0.36247478143913914,0.4358130348913759,0.3771798704534131,0.3214285714285714,0
188,0,0.63,0.48,0.16,0.4239419160616257,0.35339609952925344,0.44042132982225146,0.31240657698056806,0.35714285714285715,0
189,0,0.585,0.46,0.17,0.32955551620329376,0.2447881640887693,0.35615536537195525,0.28749377179870456,0.2857142857142857,0
190,2,0.615,0.48,0.18,0.4099521870019479,0.3251513113651647,0.2843976300197498,0.3223716990533134,0.42857142857142855,0
191,2,0.61,0.485,0.17,0.3614308482380025,0.281102891728312,0.3159973666886109,0.3572496263079223,0.39285714285714285,0
192,2,0.58,0.45,0.15,0.3276075792456172,0.18493611297915266,0.23831468071099404,0.3572496263079223,0.4642857142857143,0
193,1,0.355,0.275,0.085,0.07720913759518329,0.061197041022192325,0.07834101382488479,0.14798206278026907,0.25,0
194,0,0.51,0.4,0.14,0.4146167374568904,0.4348560132344842,0.3849178393836914,0.31967843536228246,0.44828189468323054,1
195,2,0.5,0.405,0.155,0.27271117407472995,0.2320107599193006,0.20144832126398945,0.2426507224713503,0.39285714285714285,0
196,0,0.505,0.41,0.15,0.22737736851425536,0.19098856758574306,0.19025674786043448,0.20777279521674144,0.35714285714285715,0
197,2,0.64,0.5,0.185,0.46095271825748185,0.29825151311365156,0.34628044766293614,0.46188340807174894,0.5357142857142857,0
198,2,0.56,0.45,0.16,0.32583672746591114,0.2898453261600538,0.23370638578011851,0.25759840558046837,0.5,0
199,2,0.585,0.46,0.185,0.32583672746591114,0.24377942165433755,0.2797893350888742,0.2825112107623318,0.3214285714285714,0
200,0,0.45,0.345,0.12,0.14680361253763058,0.11062542030934767,0.12442396313364054,0.133034379671151,0.2857142857142857,0
201,2,0.5,0.4,0.165,-0.04947739116965244,-0.17081837016844592,-0.07170350457667918,-0.05844838334693453,0.0876118344621622,1
202,0,0.5,0.4,0.145,0.22241898353107845,0.15669132481506387,0.1922317314022383,0.22770303936223224,0.39285714285714285,0
203,0,0.53,0.435,0.17,0.2881175845581725,0.20006724949562876,0.20342330480579326,0.27254608868958646,0.42857142857142855,0
204,2,0.42,0.335,0.115,0.5688999378973203,0.5532435598358278,0.5317436437316765,0.55700611382893,0.6889194172668971,1
205,0,0.44,0.34,0.14,0.29008912490803607,0.24449892096950454,0.2622861690661313,0.2780345389092709,0.40580163977054207,1
206,1,0.4,0.3,0.11,0.11085532140959801,0.0726294552790854,0.08755760368663594,0.1180866965620329,0.2857142857142857,0
207,1,0.435,0.34,0.11,0.1336993093678059,0.09986550100874242,0.11125740618828177,0.1180866965620329,0.25,0
208,0,0.525,0.415,0.17,0.294138480609173,0.18459986550100874,0.22119815668202764,0.30742401594419533,0.42857142857142855,0
209,1,0.37,0.28,0.095,0.09332388879050824,0.08137188971082716,0.06780776826859776,0.07822620827105134,0.2142857142857143,0
210,0,0.49,0.365,0.145,0.22401275013281385,0.13349024882313382,0.21329822251481237,0.21773791728948683,0.3214285714285714,0
211,2,0.335,0.25,0.09,0.06339649371347618,0.050100874243443165,0.053982883475971036,0.05829596412556054,0.2142857142857143,0
212,0,0.415,0.325,0.105,0.13387639454577652,0.1065904505716207,0.10269914417379854,0.1180866965620329,0.39285714285714285,0
213,2,0.5,0.405,0.14,0.21728351336993096,0.16139878950907866,0.17774851876234365,0.20279023418036873,0.2857142857142857,0
214,0,0.485,0.395,0.16,0.23304409420931468,0.16577000672494954,0.16787360105332455,0.23268560039860492,0.4642857142857143,0
215,2,0.55,0.405,0.14,0.2835133699309368,0.16341627437794215,0.21461487820934824,0.2526158445440957,0.3214285714285714,0
216,2,0.45,0.35,0.13,0.16221002302107315,0.11634162743779419,0.1454904542462146,0.133034379671151,0.25,0
217,1,0.405,0.3,0.12,0.11404285461306889,0.08439811701412239,0.09150757077024359,0.10812157448928751,0.2142857142857143,0
218,2,0.47,0.36,0.135,0.40461483498216755,0.33918174263314044,0.37864090439186304,0.39081357325689214,0.5493123987960763,1
219,0,0.415,0.305,0.13,0.11262617318930405,0.0870880968392737,0.0987491770901909,0.10313901345291482,0.25,0
220,0,0.445,0.325,0.125,0.1604391712413671,0.11936785474108942,0.14746543778801843,0.1380169407075237,0.2857142857142857,0
221,0,0.47,0.35,0.145,0.18257481848769255,0.12508406186953597,0.1619486504279131,0.17787742899850525,0.35714285714285715,0
